"Date","Samsung","Apple","Unknown","Nokia","Xiaomi","Huawei","Oppo","LG","Motorola","Sony","HTC","Lenovo","Vivo","RIM","Micromax","Realme","Mobicel","Google","Asus","General Mobile","OnePlus","BBK","Tecno","ZTE","Infinix","Alcatel","Lava","Itel","Gionee","Vodafone","Turkcell","Wiko","Coolpad","Casper","Lyf","Hisense","Vestel","Spice","Honor","AIS","Meizu","bq","QMobile","LeEco","Panasonic","True","Kyocera","Acer","Reliance Digital","Pantech","InFocus","Intex","Xolo","Nintendo","T-Mobile","Smartfren","Blu","Archos","HP","Infinex","i-Mobile","Condor","Avea","Sharp","Karbonn","dtac","Yu","Symphony","Lanix","Other"
2020-02,30.91,25.89,1.95,0.81,7.8,10.98,4.31,2.34,2.36,0.8,0.37,0.77,0.11,0.02,0.12,0.89,2.89,0.7,0.69,0.41,0.78,0.34,0.44,0.31,0.38,0.28,0.13,0.15,0.09,0.06,0.06,0.09,0.06,0.15,0.02,0.4,0.19,0,0.05,0.01,0.08,0.06,0.08,0.03,0.03,0,0.02,0.01,0.01,0,0.02,0.01,0.04,0,0.02,0.01,0.01,0.01,0,0.02,0,0.03,0,0.02,0.01,0,0.01,0.02,0.01,0.32
2020-03,30.8,27.03,1.83,0.72,7.7,10.7,4.3,2.28,2.35,0.76,0.36,0.74,0.11,0.02,0.12,0.93,2.87,0.73,0.66,0.36,0.78,0.31,0.4,0.37,0.37,0.28,0.12,0.13,0.08,0.06,0.06,0.09,0.05,0.13,0.02,0.32,0.17,0,0.05,0,0.07,0.05,0.07,0.03,0.02,0,0.02,0.01,0.01,0,0.02,0.01,0.04,0,0.02,0.01,0.01,0.01,0,0.02,0,0.03,0,0.02,0.01,0,0.01,0.01,0.01,0.32
2020-04,30.41,28.79,1.55,0.69,7.6,10.28,4.2,2.28,2.51,0.76,0.35,0.71,0.1,0.02,0.1,0.9,2.75,0.75,0.7,0.33,0.8,0.28,0.38,0.24,0.35,0.27,0.1,0.12,0.07,0.05,0.06,0.08,0.05,0.12,0.02,0.25,0.15,0,0.06,0,0.07,0.04,0.05,0.03,0.02,0,0.02,0.01,0.01,0,0.01,0.01,0.03,0,0.02,0.01,0.01,0.01,0,0.02,0,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.3
2020-05,30.18,26.72,1.8,0.73,8.36,10.39,4.7,2.19,2.46,0.78,0.36,0.77,0.11,0.02,0.1,1.04,3.12,0.7,0.76,0.28,0.81,0.31,0.44,0.25,0.39,0.29,0.11,0.14,0.08,0.05,0.06,0.08,0.05,0.11,0.02,0.28,0.13,0,0.06,0,0.07,0.05,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0,0.02,0.01,0.03,0,0.01,0.01,0.01,0.01,0,0.02,0,0.03,0,0.03,0.01,0,0.01,0.01,0.01,0.31
2020-06,31.06,25.26,1.81,0.74,8.55,10.69,4.65,2.11,2.57,0.78,0.35,0.75,0.1,0.02,0.1,1.04,3.18,0.68,0.75,0.34,0.77,0.29,0.5,0.23,0.42,0.25,0.11,0.15,0.08,0.05,0.09,0.08,0.04,0.13,0.02,0.25,0.16,0,0.06,0,0.07,0.05,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0,0.02,0.01,0.03,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.03,0.01,0,0.01,0.01,0.01,0.3
2020-07,30.95,24.82,1.8,0.76,8.94,10.75,4.69,2.03,2.45,0.75,0.33,0.74,0.1,0.02,0.11,1.13,3.46,0.65,0.72,0.37,0.76,0.29,0.53,0.21,0.42,0.24,0.11,0.16,0.08,0.06,0.09,0.08,0.04,0.14,0.02,0.26,0.17,0,0.06,0,0.07,0.04,0.04,0.03,0.02,0,0.02,0.01,0.01,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.29
2020-08,31.04,25.15,1.81,0.74,8.9,10.73,4.69,1.96,2.39,0.73,0.32,0.72,0.1,0.02,0.1,1.18,3.38,0.63,0.7,0.38,0.75,0.27,0.54,0.2,0.45,0.23,0.1,0.16,0.07,0.05,0.08,0.07,0.04,0.15,0.02,0.25,0.17,0,0.06,0,0.06,0.04,0.04,0.02,0.02,0,0.02,0.01,0,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.02,0,0,0.01,0.01,0.01,0.27
2020-09,30.57,24.98,1.67,0.74,9.49,10.58,4.94,1.88,2.27,0.69,0.29,0.67,0.1,0.01,0.09,1.45,3.5,0.63,0.67,0.33,0.81,0.26,0.6,0.19,0.55,0.21,0.1,0.18,0.07,0.05,0.05,0.07,0.03,0.14,0.02,0.23,0.16,0,0.06,0,0.06,0.04,0.05,0.02,0.02,0,0.02,0.01,0,0,0.01,0.01,0.02,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.02,0,0,0,0.01,0.01,0.26
2020-10,30.25,26.53,1.84,0.69,9.67,10.44,4.83,1.79,2.21,0.67,0.28,0.65,0.1,0.02,0.08,1.55,2.54,0.63,0.64,0.31,0.85,0.24,0.59,0.18,0.55,0.2,0.09,0.17,0.06,0.05,0.04,0.06,0.03,0.13,0.01,0.19,0.15,0,0.06,0,0.05,0.04,0.05,0.02,0.02,0,0.02,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.02,0,0,0,0.01,0.01,0.24
2020-11,30.36,28.19,2.78,0.69,9.6,10.43,4.8,1.81,2.2,0.67,0.27,0.62,0.13,0.02,0.08,1.65,0,0.7,0.62,0.26,0.83,0.2,0.62,0.18,0.59,0.2,0.08,0.18,0.06,0.04,0.04,0.06,0.03,0.11,0.01,0.15,0.12,0,0.04,0,0.05,0.04,0.05,0.02,0.02,0,0.02,0.01,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.02,0,0,0,0.01,0.01,0.24
2020-12,29.14,26.91,1.69,0.66,10.02,9.83,5.02,1.71,2.09,0.61,0.24,0.62,3.7,0.01,0.08,2.07,0.01,0.66,0.58,0.2,0.84,0.2,0.73,0.16,0.63,0.17,0.1,0.21,0.06,0.04,0.03,0.06,0.03,0.08,0.01,0.07,0.09,0,0.04,0,0.04,0.03,0.05,0.02,0.02,0,0.02,0,0,0,0.01,0.01,0,0,0.02,0.01,0.01,0.01,0,0.05,0,0.02,0,0.02,0,0,0,0.01,0.01,0.22
2021-01,28.97,27.47,1.61,0.63,10.04,9.72,5.03,1.69,2.13,0.6,0.23,0.6,3.74,0.01,0.08,2.11,0.01,0.66,0.57,0.19,0.83,0.19,0.67,0.16,0.58,0.16,0.1,0.19,0.05,0.03,0.02,0.05,0.03,0.08,0.01,0.04,0.08,0,0.04,0,0.04,0.03,0.04,0.02,0.01,0,0.02,0,0,0,0.01,0.01,0,0,0.02,0.01,0.01,0,0,0.06,0,0.02,0,0.03,0,0,0,0.01,0.01,0.21
2021-02,28.52,27.33,1.82,0.64,10.27,9.62,5.07,1.67,2.17,0.59,0.22,0.61,3.84,0.01,0.08,2.23,0.01,0.66,0.56,0.16,0.83,0.2,0.7,0.16,0.6,0.16,0.1,0.19,0.06,0.03,0.02,0.05,0.03,0.07,0.01,0.04,0.07,0,0.04,0,0.04,0.03,0.04,0.02,0.02,0,0.02,0,0,0,0.01,0.01,0,0,0.02,0,0.01,0,0,0.07,0,0.02,0,0.03,0,0,0,0.01,0.01,0.2
2021-03,28.35,27.41,1.94,0.64,10.31,9.27,5.29,1.63,2.16,0.59,0.23,0.59,3.95,0.01,0.08,2.32,0.01,0.66,0.57,0.13,0.83,0.19,0.7,0.15,0.61,0.15,0.11,0.19,0.05,0.03,0.01,0.05,0.03,0.05,0.01,0.03,0.06,0,0.04,0,0.04,0.02,0.04,0.02,0.01,0,0.02,0,0,0,0.01,0.01,0,0,0.03,0,0.01,0,0,0.08,0,0.02,0,0.03,0,0,0,0.01,0.01,0.19
2021-04,28.15,27,2.45,0.64,10.43,9.19,5.31,1.6,2.19,0.55,0.21,0.62,3.99,0.02,0.08,2.34,0.01,0.68,0.55,0.12,0.85,0.19,0.73,0.14,0.61,0.14,0.11,0.2,0.05,0.03,0.01,0.04,0.03,0.05,0.01,0.03,0.05,0,0.04,0,0.04,0.02,0.03,0.02,0.01,0,0.02,0,0,0,0.01,0.01,0,0,0.03,0,0.01,0,0,0.09,0,0.02,0,0.03,0,0,0,0.01,0.01,0.19
2021-05,27.84,26.46,3.2,0.64,10.63,8.84,5.39,1.58,2.18,0.53,0.2,0.6,4.12,0.01,0.07,2.41,0.01,0.67,0.53,0.14,0.87,0.19,0.77,0.14,0.62,0.13,0.11,0.21,0.05,0.03,0.01,0.04,0.03,0.06,0.01,0.03,0.06,0,0.04,0,0.04,0.02,0.03,0.02,0.01,0,0.02,0,0,0,0.01,0.01,0,0,0.03,0,0.01,0,0,0.1,0,0.01,0,0.02,0,0,0,0.01,0,0.19
2021-06,27.48,26.35,3.12,0.64,10.8,8.66,5.67,1.55,2.23,0.5,0.2,0.57,4.32,0.01,0.07,2.62,0.01,0.66,0.52,0.13,0.89,0.19,0.74,0.14,0.63,0.13,0.11,0.2,0.05,0.03,0.01,0.04,0.03,0.05,0.01,0.02,0.06,0,0.04,0,0.04,0.01,0.03,0.02,0.01,0,0.02,0,0,0,0.01,0.01,0,0,0.03,0,0.01,0,0,0.11,0,0.01,0,0.02,0,0,0,0.01,0,0.18
2021-07,27.33,26.92,3.21,0.63,10.94,8.19,5.54,1.55,2.27,0.48,0.19,0.56,4.34,0.01,0.07,2.66,0.01,0.67,0.5,0.12,0.88,0.18,0.74,0.13,0.6,0.12,0.1,0.2,0.05,0.02,0.01,0.03,0.03,0.05,0.01,0.02,0.05,0,0.04,0,0.03,0.01,0.03,0.02,0.01,0,0.02,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0.11,0,0.01,0,0.02,0,0,0,0.01,0,0.18
2021-08,27.92,26.42,2.27,0.6,11.38,7.91,5.61,1.52,2.25,0.46,0.17,0.54,4.58,0.01,0.05,2.83,0.01,0.68,0.47,0.11,0.96,0.16,0.86,0.13,0.82,0.11,0.09,0.26,0.05,0.03,0.01,0.03,0.02,0.05,0.01,0.02,0.05,0,0.04,0,0.03,0.01,0.03,0.01,0.01,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0.11,0,0.01,0,0.02,0,0,0,0.01,0,0.19
2021-09,27.55,26.75,2.26,0.58,11.51,7.88,5.65,1.45,2.26,0.44,0.16,0.53,4.57,0.01,0.05,2.85,0.01,0.67,0.44,0.1,0.96,0.15,0.9,0.13,0.88,0.11,0.08,0.27,0.04,0.02,0.01,0.03,0.02,0.04,0.01,0.02,0.05,0,0.04,0,0.03,0.01,0.02,0.01,0.01,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0.11,0,0.01,0,0.02,0,0,0,0.01,0,0.17
2021-10,27.06,28.21,2.28,0.55,11.4,7.64,5.37,1.41,2.28,0.43,0.15,0.49,4.29,0.01,0.04,3.05,0.01,0.68,0.41,0.1,0.95,0.14,0.85,0.13,0.85,0.1,0.07,0.25,0.04,0.02,0.01,0.03,0.02,0.04,0.01,0.02,0.04,0,0.03,0,0.03,0.02,0.02,0.11,0.01,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0.1,0,0.02,0,0.02,0,0,0,0,0,0.15
2021-11,27.18,28.54,2.62,0.55,11.37,7.52,5.3,1.37,2.33,0.42,0.14,0.47,4.2,0.01,0.04,2.73,0.01,0.65,0.39,0.09,0.95,0.13,0.87,0.13,0.88,0.1,0.07,0.25,0.04,0.02,0.01,0.03,0.02,0.04,0,0.02,0.04,0,0.03,0,0.03,0.01,0.02,0.04,0.01,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0.1,0,0.02,0,0.02,0,0,0,0,0,0.15
2021-12,26.93,29.24,2.72,0.54,11.52,7.19,5.31,1.27,2.25,0.41,0.14,0.45,4.13,0.01,0.04,2.75,0.01,0.73,0.39,0.1,0.96,0.12,0.81,0.12,0.83,0.09,0.07,0.24,0.03,0.02,0.01,0.02,0.02,0.04,0,0.02,0.04,0,0.03,0,0.03,0.01,0.02,0.02,0.01,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0.1,0,0.01,0,0.02,0,0,0,0,0,0.14
2022-01,27.18,29.49,2.19,0.52,11.54,6.64,5.29,1.21,2.42,0.44,0.13,0.46,4.26,0.01,0.03,2.92,0,0.78,0.36,0.11,1.07,0.11,0.85,0.12,0.83,0.1,0.06,0.23,0.03,0.02,0.01,0.02,0.02,0.04,0,0.01,0.04,0,0.04,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0.02,0,0.02,0,0,0,0,0,0.17
2022-02,27.68,28.29,2.17,0.54,11.61,6.41,5.36,1.38,2.91,0.43,0.12,0.45,4.19,0.01,0.03,3,0,0.76,0.35,0.1,1.04,0.11,0.94,0.12,0.91,0.1,0.06,0.26,0.03,0.02,0.01,0.02,0.02,0.03,0,0.01,0.03,0,0.05,0,0.02,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0.09,0,0.02,0,0.02,0,0,0,0,0,0.18
2022-03,28.22,27.57,2.25,0.54,12.24,6.53,5.25,1.26,2.66,0.45,0.12,0.43,4.12,0.01,0.03,2.99,0,0.75,0.35,0.14,1.04,0.1,0.93,0.11,0.85,0.1,0.05,0.25,0.03,0.02,0.01,0.02,0.01,0.05,0,0.01,0.04,0,0.05,0,0.02,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0.01,0,0.02,0,0,0,0,0,0.19
2022-04,27.94,27.68,2.55,0.54,12.18,6.18,5.37,1.18,2.62,0.46,0.12,0.42,4.25,0.01,0.02,3.09,0,0.81,0.35,0.1,1.05,0.1,0.94,0.11,0.86,0.09,0.05,0.26,0.03,0.02,0.01,0.02,0.01,0.03,0,0.02,0.03,0,0.05,0,0.02,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,0.08,0,0.01,0,0.02,0,0,0,0,0,0.18
2022-05,28.25,27.83,2.25,0.51,12.64,6.25,5.37,1.09,2.42,0.43,0.12,0.38,4.08,0,0.02,3.04,0,0.77,0.32,0.19,1.04,0.08,0.9,0.11,0.84,0.09,0.04,0.23,0.03,0.02,0.01,0.02,0.01,0.06,0,0.01,0.06,0,0.05,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,0.08,0,0.01,0,0.02,0,0,0,0,0,0.18
2022-06,28.24,27.22,2.12,0.5,13.05,6.09,5.76,1.03,2.35,0.4,0.1,0.37,4.3,0,0.02,3.26,0,0.73,0.29,0.2,1.04,0.08,0.85,0.1,0.87,0.08,0.04,0.22,0.02,0.02,0.01,0.01,0.01,0.07,0,0.01,0.06,0,0.05,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0,0.08,0,0.01,0,0.02,0,0,0,0,0,0.17
2022-07,28.17,27.5,2.62,0.49,12.86,6.34,5.39,1.01,2.41,0.35,0.08,0.35,4.28,0,0.02,3.1,0,0.75,0.26,0.2,1.02,0.1,0.82,0.1,0.77,0.08,0.04,0.2,0.02,0.02,0.01,0.01,0.01,0.07,0,0.01,0.06,0,0.06,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0,0.07,0,0.01,0,0.02,0,0,0,0,0,0.18
2022-08,28.76,27.83,2.54,0.49,12.8,6.03,5.14,1,2.48,0.35,0.09,0.35,3.95,0,0.01,2.94,0,0.74,0.24,0.21,1.02,0.07,0.96,0.11,0.86,0.09,0.03,0.22,0.02,0.02,0.01,0.01,0.01,0.07,0,0.01,0.06,0,0.06,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0,0.08,0,0.01,0,0.02,0,0,0,0,0,0.18
2022-09,28.41,27.8,2.31,0.48,13.02,5.64,5.32,0.93,2.36,0.32,0.08,0.34,4.29,0,0.02,3.16,0,0.73,0.23,0.2,1.07,0.07,1.02,0.11,0.92,0.09,0.03,0.25,0.02,0.02,0.01,0.01,0.01,0.08,0,0.02,0.06,0,0.08,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0.08,0,0,0,0.02,0,0,0,0,0,0.27
2022-10,28.21,28.41,2.19,0.45,12.73,5.27,5.53,0.85,2.33,0.31,0.07,0.31,4.31,0,0.02,3.16,0,0.77,0.21,0.18,1.11,0.06,1.09,0.11,0.96,0.09,0.03,0.26,0.02,0.01,0.01,0.01,0.01,0.09,0,0.02,0.05,0,0.09,0,0.02,0.01,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.07,0,0.01,0,0,0.07,0,0.01,0,0.02,0,0,0,0,0,0.37
2022-11,28.33,27.48,2.16,0.45,12.97,4.98,6.28,0.78,2.3,0.29,0.06,0.3,4.59,0,0.02,3.37,0,0.72,0.19,0.17,1.12,0.06,1.02,0.1,0.98,0.08,0.03,0.25,0.02,0.01,0.01,0.01,0.01,0.08,0,0.02,0.05,0,0.09,0,0.02,0.01,0.01,0.02,0,0,0.02,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0.07,0,0.01,0,0.02,0,0,0,0,0,0.38
2022-12,27.38,26.98,3.28,0.43,12.35,5.25,6.4,0.71,2.25,0.27,0.05,0.29,5.07,0,0.02,3.68,0,0.75,0.19,0.1,1.21,0.08,0.98,0.1,1,0.07,0.03,0.24,0.02,0.01,0,0.01,0.01,0.05,0,0.02,0.03,0,0.12,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0.08,0,0.01,0,0.02,0,0,0,0,0,0.32
2023-01,27.09,27.6,2.74,0.45,12.52,4.62,6.41,0.68,2.3,0.27,0.05,0.3,5.26,0,0.02,3.96,0,0.74,0.19,0.08,1.26,0.07,1.07,0.11,1.06,0.07,0.03,0.26,0.02,0.01,0,0.01,0.01,0.04,0,0.02,0.02,0,0.12,0,0.02,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0.08,0,0,0,0.02,0,0,0,0,0,0.3
2023-02,26.75,27.1,3.14,0.45,12.29,4.84,6.86,0.64,2.28,0.24,0.05,0.29,5.3,0,0.02,4.03,0,0.76,0.17,0.06,1.22,0.08,1.06,0.1,1.15,0.07,0.02,0.26,0.01,0.01,0,0.01,0.01,0.03,0,0.02,0.02,0,0.12,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.08,0,0.01,0,0.01,0,0,0,0,0,0.29
2023-03,27.1,28.42,3,0.46,12.16,4.32,6.39,0.7,2.5,0.25,0.06,0.29,5.17,0,0.02,3.79,0,0.74,0.18,0.05,1.23,0.07,1.01,0.1,0.95,0.07,0.02,0.25,0.01,0.01,0,0.01,0.01,0.03,0,0.02,0.01,0,0.12,0,0.01,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0.28
2023-04,26.05,30.61,3.2,0.45,11.68,4.11,6.35,0.62,2.21,0.24,0.06,0.29,5.09,0,0.02,3.68,0,0.73,0.18,0.05,1.18,0.07,1.03,0.1,0.97,0.06,0.02,0.26,0.01,0.01,0,0.01,0.01,0.02,0,0.02,0.01,0,0.12,0,0.02,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0.27
2023-05,25.27,31.44,4.39,0.44,11.13,4.01,6.52,0.54,2.05,0.24,0.05,0.28,4.88,0,0.01,3.51,0,0.76,0.16,0.03,1.06,0.06,1.01,0.1,1.02,0.06,0.02,0.26,0.01,0.01,0,0.01,0.01,0.02,0,0.02,0.01,0,0.14,0,0.02,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0.26
2023-06,24.59,28.44,6.74,0.42,11.05,4.07,6.95,0.49,2.01,0.23,0.05,0.26,5.39,0,0.01,3.78,0,0.89,0.15,0.03,1.12,0.07,0.99,0.08,1.06,0.05,0.02,0.26,0.01,0.01,0,0.01,0.01,0.01,0,0.02,0.01,0,0.2,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0.02,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.3
2023-07,24.22,28.39,7.35,0.39,11.21,4,6.06,0.48,2.11,0.24,0.05,0.26,5.53,0,0.02,3.87,0,0.95,0.15,0.03,1.27,0.08,1.08,0.08,1.06,0.05,0.03,0.28,0.02,0.01,0,0.01,0.01,0.01,0,0.02,0.01,0,0.22,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0.02,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0.26
2023-08,24.16,28.53,7.74,0.4,11.09,4,5.85,0.47,2.12,0.24,0.05,0.26,5.37,0,0.01,3.77,0,0.95,0.14,0.03,1.29,0.07,1.17,0.08,1.1,0.04,0.02,0.3,0.01,0.01,0,0.01,0.01,0.01,0,0.02,0.01,0,0.22,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0.02,0,0,0.07,0,0,0,0.01,0,0,0,0,0,0.25
2023-09,24.23,29.58,8.12,0.39,10.84,3.81,5.53,0.45,2.1,0.25,0.06,0.25,5.02,0,0.01,3.52,0,0.95,0.17,0.02,1.22,0.06,1.19,0.08,1.06,0.05,0.02,0.3,0.01,0.01,0,0.01,0.01,0.01,0,0.02,0.01,0,0.23,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0.02,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.23
2023-10,24.69,29.65,7.11,0.38,10.99,3.6,5.52,0.44,2.17,0.26,0.06,0.25,4.93,0,0.01,3.48,0,1.14,0.18,0.02,1.22,0.06,1.33,0.08,1.2,0.05,0.02,0.37,0.01,0.01,0,0.01,0,0.01,0,0.02,0.01,0,0.27,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0.02,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.25
2023-11,24.61,29.12,6.81,0.38,11.52,3.52,5.59,0.42,2.16,0.26,0.05,0.26,4.97,0,0.01,3.58,0,0.98,0.19,0.02,1.21,0.06,1.47,0.09,1.34,0.06,0.02,0.44,0.01,0.01,0,0.01,0,0.01,0,0.02,0.01,0,0.35,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.27
2023-12,24.15,28.8,6.78,0.38,11.99,3.49,5.63,0.38,2.15,0.26,0.05,0.25,5.13,0,0.01,3.74,0,0.95,0.17,0.02,1.28,0.06,1.51,0.09,1.34,0.05,0.02,0.46,0.01,0.01,0,0.01,0,0.01,0,0.02,0.01,0,0.37,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.27
2024-01,23.69,29.27,7.15,0.36,11.9,3.59,5.64,0.35,2.15,0.23,0.05,0.26,5.02,0,0.01,3.65,0,0.97,0.18,0.02,1.24,0.06,1.42,0.09,1.3,0.05,0.02,0.43,0.01,0.01,0,0.01,0,0.01,0,0.02,0.01,0,0.42,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0.27
2024-02,23.77,27.84,7.43,0.37,11.74,3.62,6.3,0.33,2.07,0.24,0.04,0.25,5.12,0,0.01,3.98,0,0.94,0.17,0.02,1.16,0.07,1.51,0.09,1.46,0.05,0.03,0.47,0.01,0.01,0,0.01,0,0.01,0,0.02,0.01,0,0.45,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.26
2024-03,23.85,28.46,8.06,0.37,11.59,3.29,5.9,0.34,2.23,0.24,0.04,0.25,5.08,0,0.01,3.57,0,1.04,0.16,0.02,1.15,0.07,1.48,0.09,1.28,0.05,0.02,0.47,0.01,0.01,0,0.01,0,0.01,0,0.02,0,0,0.44,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0.26
2024-04,23.95,27.95,8.11,0.35,11.44,3.36,5.77,0.34,2.29,0.26,0.04,0.24,5,0,0.01,3.53,0,1.14,0.15,0.02,1.16,0.07,1.63,0.1,1.46,0.04,0.03,0.53,0.01,0.01,0,0.01,0,0.01,0,0.02,0,0,0.56,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0.26
2024-05,24.02,27.73,7.56,0.35,11.44,3.3,5.91,0.32,2.33,0.27,0.04,0.23,5.23,0,0.01,3.61,0,1.28,0.14,0.01,1.22,0.07,1.61,0.1,1.53,0.04,0.03,0.53,0.01,0.01,0,0.01,0,0.01,0,0.02,0,0,0.62,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0.01,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0.24
2024-06,23.72,27.16,6.86,0.33,11.92,3.49,6.12,0.3,2.38,0.26,0.04,0.24,5.48,0,0.01,3.89,0,1.38,0.15,0.01,1.31,0.07,1.51,0.09,1.59,0.04,0.03,0.47,0.01,0.01,0,0.01,0,0.01,0,0.02,0,0,0.72,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.06,0,0,0,0.01,0,0,0,0,0,0.22
2024-07,23.56,27.75,7.18,0.32,11.8,3.49,5.86,0.3,2.41,0.26,0.04,0.22,5.4,0,0.01,3.64,0,1.57,0.14,0.01,1.33,0.07,1.43,0.09,1.48,0.03,0.03,0.43,0.01,0,0,0.01,0,0.01,0,0.02,0,0,0.74,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0.22
2024-08,23.58,27.71,6.39,0.31,12.13,3.51,5.68,0.27,2.39,0.24,0.04,0.22,5.59,0,0.01,3.74,0,1.46,0.14,0.01,1.43,0.07,1.62,0.1,1.58,0.03,0.03,0.51,0.01,0,0,0.01,0,0.01,0,0.02,0,0,0.79,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0.03,0,0,0,0.01,0,0,0,0,0,0.24
2024-09,22.9,27.61,6.12,0.29,11.8,3.12,5.83,0.24,2.37,0.22,0.03,0.2,6.21,0,0.01,4.1,0,1.58,0.13,0.01,1.53,0.07,1.79,0.11,1.72,0.03,0.04,0.57,0.01,0,0,0.01,0,0.01,0,0.02,0,0,0.92,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0.28
2024-10,22.82,28.38,6.06,0.26,10.62,2.76,5.39,0.25,2.39,0.2,0.03,0.18,5.67,0,0,3.94,0,3.6,0.11,0.01,1.33,0.06,1.95,0.11,1.97,0.03,0.03,0.59,0.01,0,0,0.01,0,0.01,0,0.02,0,0,0.84,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0.27
