Date,Price,Open,High,Low,Vol.,Change %
4/2/2006,11120.04,11113.00,11269.30,11108.02,1.27B,0.10%
3/26/2006,11109.32,11280.13,11281.77,11105.65,1.37B,-1.51%
3/19/2006,11279.97,11278.93,11334.96,11221.54,1.46B,0.00%
3/12/2006,11279.65,11067.61,11290.07,11056.33,1.56B,1.84%
3/5/2006,11076.34,11022.47,11098.99,10922.73,1.38B,0.50%
2/26/2006,11021.59,11062.81,11132.61,10978.61,1.50B,-0.36%
2/19/2006,11061.85,11115.48,11159.18,11010.22,1.13B,-0.48%
2/12/2006,11115.32,10915.21,11131.95,10849.89,1.48B,1.80%
2/5/2006,10919.05,10793.30,10952.27,10737.67,1.56B,1.16%
1/29/2006,10793.62,10908.49,10967.57,10779.06,1.69B,-1.04%
1/22/2006,10907.21,10668.75,10932.34,10666.35,1.95B,2.25%
1/15/2006,10667.39,10957.55,10957.87,10661.15,1.43B,-2.67%
1/8/2006,10959.87,10959.47,11047.76,10921.53,1.23B,0.01%
1/1/2006,10959.31,10718.30,10968.84,10684.45,1.12B,2.26%
12/25/2005,10717.50,10883.75,10932.82,10709.42,678.45M,-1.52%
12/18/2005,10883.27,10875.51,10922.41,10789.62,1.20B,0.07%
12/11/2005,10875.59,10778.66,10940.34,10735.11,1.64B,0.90%
12/4/2005,10778.58,10876.95,10924.90,10729.67,1.24B,-0.91%
11/27/2005,10877.51,10932.74,10959.79,10803.87,1.24B,-0.49%
11/20/2005,10931.62,10766.33,10955.48,10761.05,920.66M,1.54%
11/13/2005,10766.33,10686.60,10796.26,10652.27,1.39B,0.75%
11/6/2005,10686.04,10531.24,10696.45,10519.39,1.18B,1.47%
10/30/2005,10530.76,10403.17,10561.16,10388.76,1.45B,1.23%
10/23/2005,10402.77,10216.11,10434.47,10216.11,1.30B,1.84%
10/16/2005,10215.22,10287.42,10432.78,10193.45,1.55B,-0.70%
10/9/2005,10287.34,10292.95,10323.12,10156.46,1.30B,-0.05%
10/2/2005,10292.31,10569.50,10608.56,10218.09,1.36B,-2.62%
9/25/2005,10568.70,10420.22,10569.81,10410.11,1.16B,1.43%
9/18/2005,10419.59,10641.87,10644.57,10350.96,1.24B,-2.09%
9/11/2005,10641.94,10678.41,10701.81,10520.93,1.41B,-0.34%
9/4/2005,10678.56,10447.69,10695.92,10447.69,930.60M,2.21%
8/28/2005,10447.37,10396.90,10513.76,10349.37,1.20B,0.48%
8/21/2005,10397.29,10559.78,10641.15,10383.98,1.06B,-1.53%
8/14/2005,10559.23,10599.19,10655.08,10503.37,1.07B,-0.39%
8/7/2005,10600.31,10557.24,10719.41,10524.91,1.10B,0.40%
7/31/2005,10558.03,10641.78,10699.19,10554.45,1.12B,-0.78%
7/24/2005,10640.91,10651.66,10717.73,10572.92,1.06B,-0.10%
7/17/2005,10651.18,10640.19,10700.06,10574.99,1.35B,0.10%
7/10/2005,10640.83,10449.60,10657.69,10449.60,1.18B,1.83%
7/3/2005,10449.14,10303.13,10462.26,10175.40,997.40M,1.41%
6/26/2005,10303.44,10298.07,10433.79,10253.49,1.19B,0.05%
6/19/2005,10297.84,10621.54,10646.24,10297.84,1.21B,-3.06%
6/12/2005,10623.07,10503.57,10656.29,10474.38,1.21B,1.05%
6/5/2005,10512.63,10461.64,10578.84,10430.97,1.01B,0.49%
5/29/2005,10460.97,10541.89,10586.37,10448.41,883.78M,-0.77%
5/22/2005,10542.55,10472.80,10560.81,10426.39,980.61M,0.67%
5/15/2005,10471.91,10139.61,10499.26,10138.28,1.20B,3.27%
5/8/2005,10140.12,10345.40,10384.86,10075.55,1.16B,-1.98%
5/1/2005,10345.40,10192.00,10405.77,10188.07,1.26B,1.50%
4/24/2005,10192.51,10158.52,10263.60,10048.12,1.32B,0.34%
4/17/2005,10157.71,10088.54,10219.34,10000.46,1.47B,0.70%
4/10/2005,10087.51,10462.08,10529.77,10076.57,1.46B,-3.57%
4/3/2005,10461.34,10401.71,10557.11,10356.71,1.29B,0.55%
3/27/2005,10404.30,10444.13,10568.93,10381.02,1.37B,-0.37%
3/20/2005,10442.87,10629.90,10630.49,10430.53,1.13B,-1.76%
3/13/2005,10629.67,10773.92,10838.65,10557.04,1.51B,-1.34%
3/6/2005,10774.36,10940.55,10984.46,10758.55,1.17B,-1.52%
2/27/2005,10940.55,10842.05,10962.42,10730.47,1.24B,0.91%
2/20/2005,10841.60,10783.38,10845.60,10608.98,1.11B,0.52%
2/13/2005,10785.22,10795.72,10853.43,10730.32,1.31B,-0.10%
2/6/2005,10796.01,10715.76,10829.19,10660.42,1.29B,0.75%
1/30/2005,10716.13,10428.76,10723.89,10428.76,1.34B,2.77%
1/23/2005,10427.20,10393.58,10531.99,10368.61,1.40B,0.33%
1/16/2005,10392.99,10554.23,10628.94,10390.85,1.03B,-1.56%
1/9/2005,10558.00,10603.44,10663.74,10485.73,1.28B,-0.43%
1/2/2005,10603.96,10783.75,10867.39,10571.74,1.30B,-1.66%
12/26/2004,10783.01,10828.01,10868.07,10773.92,790.19M,-0.41%
12/19/2004,10827.12,10652.14,10864.67,10652.07,1.04B,1.66%
12/12/2004,10649.92,10543.44,10739.33,10543.21,1.78B,1.01%
12/5/2004,10543.22,10591.32,10591.99,10418.63,1.25B,-0.46%
11/28/2004,10592.21,10520.64,10643.05,10417.08,1.42B,0.67%
11/21/2004,10522.23,10455.73,10543.29,10432.01,790.79M,0.62%
11/14/2004,10456.91,10541.89,10602.85,10438.58,1.32B,-0.78%
11/7/2004,10539.01,10385.15,10539.60,10361.44,1.36B,1.46%
10/31/2004,10387.54,10028.73,10416.67,10010.15,1.60B,3.59%
10/24/2004,10027.47,9757.22,10044.95,9708.40,1.28B,2.76%
10/17/2004,9757.81,9932.98,10020.55,9753.02,1.30B,-1.77%
10/10/2004,9933.38,10056.09,10127.17,9875.13,1.24B,-1.21%
10/3/2004,10055.20,10191.40,10270.37,10036.32,1.21B,-1.35%
9/26/2004,10192.65,10046.65,10198.62,9977.92,1.28B,1.45%
9/19/2004,10047.24,10283.87,10283.87,10031.16,1.11B,-2.31%
9/12/2004,10284.46,10306.65,10348.39,10228.64,1.06B,-0.28%
9/5/2004,10313.07,10261.52,10363.36,10237.78,867.50M,0.52%
8/29/2004,10260.20,10193.83,10321.77,10074.22,847.25M,0.64%
8/22/2004,10195.01,10111.10,10211.25,10062.13,706.67M,0.84%
8/15/2004,10110.14,9825.35,10126.88,9825.35,887.43M,2.90%
8/8/2004,9825.35,9816.14,9954.18,9783.91,929.51M,0.10%
8/1/2004,9815.33,10138.45,10203.56,9793.05,919.76M,-3.20%
7/25/2004,10139.71,9964.71,10163.01,9913.92,1.09B,1.78%
7/18/2004,9962.22,10140.95,10237.12,9931.77,1.16B,-1.75%
7/11/2004,10139.78,10211.75,10286.89,10135.13,1.11B,-0.72%
7/4/2004,10213.22,10280.26,10280.26,10166.25,703.03M,-0.68%
6/27/2004,10282.83,10377.52,10471.24,10264.92,1.02B,-0.86%
6/20/2004,10371.84,10417.82,10487.54,10307.25,1.11B,-0.43%
6/13/2004,10416.41,10401.23,10437.90,10307.05,1.01B,0.06%
6/6/2004,10410.10,10243.31,10432.81,10243.31,671.90M,1.63%
5/30/2004,10242.82,10187.18,10302.08,10134.86,674.15M,0.53%
5/23/2004,10188.45,9968.02,10222.24,9915.86,918.87M,2.22%
5/16/2004,9966.74,10009.92,10093.21,9862.77,955.41M,-0.46%
5/9/2004,10012.87,10116.28,10116.28,9852.19,1.13B,-1.03%
5/2/2004,10117.34,10227.27,10386.32,10114.86,1.01B,-1.06%
4/25/2004,10225.57,10472.91,10537.35,10219.18,1.08B,-2.36%
4/18/2004,10472.84,10451.62,10496.61,10250.48,1.15B,0.20%
4/11/2004,10451.97,10444.38,10552.61,10322.16,1.07B,0.10%
4/4/2004,10442.03,10470.59,10570.81,10393.91,763.62M,-0.27%
3/28/2004,10470.59,10212.91,10496.44,10212.91,1.06B,2.52%
3/21/2004,10212.97,10185.93,10271.78,10007.49,1.10B,0.26%
3/14/2004,10186.60,10238.45,10328.82,10092.47,1.08B,-0.52%
3/7/2004,10240.08,10595.37,10634.29,10120.38,1.22B,-3.35%
2/29/2004,10595.55,10582.25,10695.55,10524.59,974.02M,0.11%
2/22/2004,10583.92,10619.55,10652.36,10521.70,1.03B,-0.33%
2/15/2004,10619.03,10628.88,10753.63,10580.66,774.54M,-0.08%
2/8/2004,10627.85,10592.00,10746.88,10559.26,1.01B,0.33%
2/1/2004,10593.03,10487.78,10593.40,10434.67,1.01B,1.00%
1/25/2004,10488.07,10568.00,10705.18,10417.85,1.12B,-0.76%
1/18/2004,10568.29,10601.40,10660.88,10490.96,893.20M,-0.30%
1/11/2004,10600.51,10461.55,10600.74,10367.41,1.10B,1.35%
1/4/2004,10458.89,10411.85,10592.59,10411.85,1.10B,0.47%
12/28/2003,10409.85,10321.35,10527.03,10321.35,596.75M,0.83%
12/21/2003,10324.67,10276.48,10375.93,10255.26,452.51M,0.45%
12/14/2003,10278.22,10046.53,10293.19,10021.64,1.18B,2.35%
12/7/2003,10042.16,9862.01,10052.07,9859.57,1.03B,1.82%
11/30/2003,9862.68,9785.35,9942.01,9785.35,1.09B,0.82%
11/23/2003,9782.46,9629.87,9804.98,9629.87,606.19M,1.60%
11/16/2003,9628.53,9765.64,9765.64,9585.50,1.04B,-1.43%
11/9/2003,9768.68,9807.49,9892.97,9719.05,951.86M,-0.42%
11/2/2003,9809.79,9802.46,9903.57,9773.12,948.78M,0.09%
10/26/2003,9801.12,9584.54,9839.86,9584.54,1.09B,2.28%
10/19/2003,9582.46,9721.50,9784.31,9497.72,1.10B,-1.43%
10/12/2003,9721.79,9675.72,9850.01,9675.57,993.99M,0.49%
10/5/2003,9674.68,9572.39,9768.69,9536.02,946.82M,1.07%
9/28/2003,9572.31,9314.42,9666.53,9230.47,1.10B,2.78%
9/21/2003,9313.08,9641.80,9641.87,9303.82,1.06B,-3.44%
9/14/2003,9644.82,9471.19,9686.08,9436.60,1.06B,1.83%
9/7/2003,9471.55,9503.41,9599.34,9380.95,935.89M,-0.33%
8/31/2003,9503.34,9416.67,9609.09,9389.58,891.96M,0.93%
8/24/2003,9415.82,9349.44,9421.23,9233.08,799.97M,0.72%
8/17/2003,9348.87,9320.66,9499.97,9320.59,1.08B,0.29%
8/10/2003,9321.69,9189.62,9337.17,9146.62,751.97M,1.42%
8/3/2003,9191.09,9154.18,9209.15,8997.11,971.71M,0.41%
7/27/2003,9153.97,9284.92,9361.40,9138.29,1.07B,-1.41%
7/20/2003,9284.57,9187.80,9284.57,9037.30,1.02B,1.05%
7/13/2003,9188.15,9126.45,9278.41,9017.84,1.28B,0.75%
7/6/2003,9119.59,9073.92,9261.12,8996.76,1.14B,0.54%
6/29/2003,9070.21,8990.74,9149.63,8871.20,840.05M,0.90%
6/22/2003,8989.05,9199.49,9199.70,8970.28,1.02B,-2.30%
6/15/2003,9200.75,9117.56,9352.77,9117.56,1.31B,0.92%
6/8/2003,9117.12,9061.18,9236.11,8945.59,1.05B,0.60%
6/1/2003,9062.79,8851.45,9215.88,8851.45,1.39B,2.40%
5/25/2003,8850.26,8600.54,8868.33,8540.59,1.07B,2.89%
5/18/2003,8601.38,8676.52,8676.59,8416.72,1.28B,-0.89%
5/11/2003,8678.97,8603.90,8743.47,8569.44,1.08B,0.86%
5/4/2003,8604.60,8583.17,8641.22,8477.36,1.03B,0.26%
4/27/2003,8582.68,8306.84,8593.25,8305.03,1.12B,3.33%
4/20/2003,8306.35,8336.67,8526.38,8263.98,1.16B,-0.38%
4/13/2003,8337.65,8203.97,8446.47,8201.55,1.01B,1.64%
4/6/2003,8203.41,8284.15,8520.21,8145.87,1.20B,-0.89%
3/30/2003,8277.15,8142.83,8335.62,7929.31,1.36B,1.61%
3/23/2003,8145.77,8514.82,8514.82,8104.05,1.16B,-4.41%
3/16/2003,8521.97,7857.96,8522.18,7779.73,1.56B,8.43%
3/9/2003,7859.71,7739.40,7931.63,7416.64,1.38B,1.55%
3/2/2003,7740.03,7890.24,7981.46,7562.65,1.22B,-1.91%
2/23/2003,7891.08,8017.34,8017.34,7719.64,1.26B,-1.58%
2/16/2003,8018.11,7909.30,8076.02,7854.38,905.20M,1.38%
2/9/2003,7908.80,7865.74,7985.52,7628.99,1.13B,0.57%
2/2/2003,7864.23,8053.74,8152.53,7830.02,1.12B,-2.35%
1/26/2003,8053.81,8128.54,8158.02,7917.16,1.40B,-0.95%
1/19/2003,8131.01,8586.26,8623.49,8112.43,1.04B,-5.31%
1/12/2003,8586.74,8787.83,8869.29,8559.11,1.24B,-2.26%
1/5/2003,8784.89,8602.78,8818.55,8580.10,1.27B,2.13%
12/29/2002,8601.69,8304.06,8635.49,8242.91,869.14M,3.59%
12/22/2002,8303.78,8511.39,8565.01,8285.14,541.01M,-2.44%
12/15/2002,8511.32,8436.59,8638.64,8327.78,1.29B,0.92%
12/8/2002,8433.71,8643.99,8643.99,8422.94,1.09B,-2.45%
12/1/2002,8645.77,8902.95,9043.37,8501.86,1.29B,-2.81%
11/24/2002,8896.09,8804.97,8950.33,8670.18,818.72M,1.04%
11/17/2002,8804.84,8579.74,8880.39,8405.12,1.47B,2.63%
11/10/2002,8579.09,8535.81,8583.95,8298.68,1.35B,0.49%
11/3/2002,8537.13,8521.60,8800.00,8498.92,1.42B,0.23%
10/27/2002,8517.64,8448.98,8542.27,8198.04,1.44B,0.87%
10/20/2002,8443.99,8320.74,8558.63,8230.50,1.48B,1.46%
10/13/2002,8322.40,7848.21,8331.56,7745.70,1.73B,6.01%
10/6/2002,7850.29,7528.68,7901.26,7197.49,1.80B,4.28%
9/29/2002,7528.40,7698.81,7969.37,7460.78,1.69B,-2.25%
9/22/2002,7701.45,7984.77,8012.42,7665.66,1.59B,-3.56%
9/15/2002,7986.02,8311.79,8482.34,7922.07,1.45B,-3.93%
9/8/2002,8312.69,8425.88,8726.90,8247.84,1.11B,-1.36%
9/1/2002,8427.20,8659.27,8659.27,8217.05,1.08B,-2.73%
8/25/2002,8663.50,8873.93,9017.02,8558.02,1.04B,-2.36%
8/18/2002,8872.96,8777.09,9077.01,8753.52,1.23B,1.08%
8/11/2002,8778.06,8741.92,8854.21,8353.07,1.30B,0.37%
8/4/2002,8745.45,8312.92,8796.68,8030.82,1.42B,5.20%
7/28/2002,8313.13,8267.99,8762.14,8203.82,1.59B,0.59%
7/21/2002,8264.39,8015.04,8309.39,7532.66,2.32B,3.06%
7/14/2002,8019.26,8681.28,8723.37,7966.72,1.78B,-7.66%
7/7/2002,8684.53,9375.70,9410.38,8599.66,1.58B,-7.41%
6/30/2002,9379.50,9239.25,9379.85,8897.54,988.31M,1.47%
6/23/2002,9243.26,9252.47,9413.08,8926.57,1.72B,-0.11%
6/16/2002,9253.79,9476.50,9733.39,9220.63,1.40B,-2.33%
6/9/2002,9474.21,9587.38,9758.80,9260.99,1.33B,-1.20%
6/2/2002,9589.67,9923.94,9986.49,9472.54,1.35B,-3.38%
5/26/2002,9925.25,10106.54,10118.51,9802.23,836.88M,-1.77%
5/19/2002,10104.26,10348.93,10348.93,10063.50,921.69M,-2.40%
5/12/2002,10353.08,9938.82,10353.43,9920.20,1.14B,4.16%
5/5/2002,9939.92,10005.80,10148.94,9807.69,1.19B,-0.67%
4/28/2002,10006.63,9910.52,10117.54,9811.57,1.20B,0.97%
4/21/2002,9910.72,10256.00,10256.00,9910.72,1.13B,-3.38%
4/14/2002,10257.11,10189.57,10326.44,10057.00,1.26B,0.65%
4/7/2002,10190.82,10258.91,10394.67,10120.87,1.27B,-0.79%
3/31/2002,10271.64,10402.07,10402.07,10139.48,977.95M,-1.27%
3/24/2002,10403.94,10428.43,10502.61,10276.76,762.39M,-0.23%
3/17/2002,10427.67,10608.54,10673.10,10354.74,997.49M,-1.69%
3/10/2002,10607.23,10570.07,10647.09,10474.17,1.18B,0.33%
3/3/2002,10572.49,10368.10,10663.83,10366.78,1.36B,1.96%
2/24/2002,10368.86,9969.75,10374.88,9966.36,1.31B,4.02%
2/17/2002,9968.15,9899.24,10029.94,9734.21,1.07B,0.66%
2/10/2002,9903.04,9739.81,10052.29,9710.68,1.05B,1.63%
2/3/2002,9744.24,9905.46,9905.46,9580.32,1.26B,-1.65%
1/27/2002,9907.26,9843.05,9943.94,9529.46,1.26B,0.68%
1/20/2002,9840.08,9772.34,9897.85,9680.51,914.51M,0.70%
1/13/2002,9771.85,9985.38,9986.21,9711.10,1.23B,-2.16%
1/6/2002,9987.53,10261.33,10300.15,9985.25,1.06B,-2.65%
12/30/2001,10259.74,10136.36,10283.67,9935.70,869.28M,1.21%
12/23/2001,10136.99,10036.59,10184.45,10034.44,458.94M,1.01%
12/16/2001,10035.34,9809.42,10088.34,9798.84,1.32B,2.29%
12/9/2001,9811.15,10047.04,10075.61,9736.42,1.15B,-2.37%
12/2/2001,10049.46,9848.93,10169.44,9703.90,1.18B,2.01%
11/25/2001,9851.56,9961.58,9992.79,9691.39,1.15B,-1.09%
11/18/2001,9959.71,9870.45,9976.73,9796.41,659.32M,0.94%
11/11/2001,9866.99,9606.13,9908.79,9408.58,1.24B,2.70%
11/4/2001,9608.00,9326.59,9721.75,9326.17,1.14B,3.05%
10/28/2001,9323.54,9543.37,9543.37,9014.46,1.17B,-2.32%
10/21/2001,9545.17,9203.91,9598.17,9167.45,1.17B,3.71%
10/14/2001,9204.11,9340.84,9489.33,9080.81,1.21B,-1.50%
10/7/2001,9344.16,9115.75,9432.04,9000.14,1.25B,2.46%
9/30/2001,9119.77,8845.97,9187.37,8732.14,1.40B,3.08%
9/23/2001,8847.56,8242.32,8856.55,8242.32,1.65B,7.43%
9/16/2001,8235.81,9580.32,9580.32,8062.34,2.46B,-14.26%
9/9/2001,9605.51,9603.36,9671.80,9493.55,280.04M,0.00%
9/2/2001,9605.85,9946.98,10182.38,9558.39,1.17B,-3.46%
8/26/2001,9949.75,10422.76,10441.37,9869.14,887.50M,-4.54%
8/19/2001,10423.17,10239.33,10440.68,10134.50,908.99M,1.78%
8/12/2001,10240.78,10411.90,10478.81,10180.93,873.23M,-1.68%
8/5/2001,10416.25,10504.13,10504.13,10197.32,841.72M,-0.92%
7/29/2001,10512.78,10418.68,10609.65,10361.45,952.28M,0.92%
7/22/2001,10416.67,10576.92,10595.40,10203.69,1.03B,-1.51%
7/15/2001,10576.65,10537.98,10679.12,10438.66,1.23B,0.36%
7/8/2001,10539.06,10253.62,10549.76,10120.89,1.23B,2.79%
7/1/2001,10252.68,10504.95,10638.87,10220.14,731.06M,-2.38%
6/24/2001,10502.40,10607.88,10646.45,10394.72,1.25B,-0.96%
6/17/2001,10604.59,10622.50,10759.64,10563.66,1.16B,-0.18%
6/10/2001,10623.64,10794.79,11004.33,10566.55,1.28B,-3.22%
6/3/2001,10977.00,10991.77,11196.53,10938.08,1.00B,-0.12%
5/27/2001,10990.41,11004.66,11066.01,10835.49,814.57M,-0.14%
5/20/2001,11005.37,11299.14,11350.05,10993.79,1.02B,-2.62%
5/13/2001,11301.74,10819.55,11328.61,10800.13,1.07B,4.44%
5/6/2001,10821.31,10952.35,10995.28,10774.13,960.40M,-1.19%
4/29/2001,10951.24,10814.41,10958.14,10673.22,1.05B,1.31%
4/22/2001,10810.05,10571.00,10810.05,10444.06,1.12B,2.18%
4/15/2001,10579.85,10118.16,10706.47,10046.52,1.55B,4.47%
4/8/2001,10126.94,9793.58,10173.79,9775.79,942.07M,3.43%
4/1/2001,9791.09,9877.16,9992.53,9375.72,1.36B,-0.89%
3/25/2001,9878.78,9509.25,9960.88,9509.25,1.35B,3.93%
3/18/2001,9504.78,9820.05,10019.94,9106.54,1.57B,-3.24%
3/11/2001,9823.41,10638.52,10638.63,9814.35,1.48B,-7.71%
3/4/2001,10644.62,10468.93,10859.50,10468.53,1.13B,1.70%
2/25/2001,10466.31,10447.59,10698.43,10302.06,1.25B,0.23%
2/18/2001,10441.90,10800.23,10903.17,10294.01,972.81M,-3.31%
2/11/2001,10799.82,10779.42,11012.90,10722.15,985.71M,0.17%
2/4/2001,10781.45,10860.44,11035.14,10754.96,1.04B,-0.76%
1/28/2001,10864.10,10657.13,11022.78,10612.53,1.18B,1.91%
1/21/2001,10659.98,10581.90,10778.72,10509.92,1.27B,0.68%
1/14/2001,10587.59,10525.78,10737.24,10486.64,1.21B,0.59%
1/7/2001,10525.38,10658.73,10700.85,10468.04,1.27B,-1.28%
12/31/2000,10662.01,10790.92,11028.00,10581.09,1.33B,-1.16%
12/24/2000,10786.85,10638.21,10917.68,10597.64,745.28M,1.42%
12/17/2000,10635.56,10433.34,10784.58,10299.21,1.36B,1.92%
12/10/2000,10434.96,10719.36,10915.40,10434.59,1.41B,-2.59%
12/3/2000,10712.91,10377.33,10917.30,10319.31,1.39B,3.27%
11/26/2000,10373.54,10479.33,10646.17,10292.39,1.34B,-0.92%
11/19/2000,10470.23,10624.18,10624.28,10371.64,687.20M,-1.50%
11/12/2000,10629.87,10595.35,10799.37,10369.74,1.11B,0.25%
11/5/2000,10602.95,10820.60,11006.50,10602.57,1.15B,-1.99%
10/29/2000,10817.95,10588.06,10995.41,10578.49,1.24B,2.15%
10/22/2000,10590.62,10230.29,10590.62,10216.23,1.58B,3.56%
10/15/2000,10226.59,10184.78,10293.92,9654.64,1.56B,0.34%
10/8/2000,10192.18,10596.91,10641.31,10014.24,1.37B,-3.82%
10/1/2000,10596.54,10659.06,10857.73,10518.85,1.19B,-0.51%
9/24/2000,10650.92,10847.37,10897.31,10579.52,1.32B,-1.81%
9/17/2000,10847.37,10926.42,10935.58,10567.32,1.33B,-0.73%
9/10/2000,10927.00,11219.54,11286.13,10916.92,1.06B,-2.62%
9/3/2000,11220.65,11221.76,11401.19,11184.77,803.10M,-0.16%
8/27/2000,11238.78,11194.48,11319.06,11096.35,770.96M,0.41%
8/20/2000,11192.63,11058.85,11210.94,11027.07,711.66M,1.32%
8/13/2000,11046.48,11027.07,11177.61,10961.14,800.46M,0.17%
8/6/2000,11027.80,10773.98,11067.73,10736.98,835.66M,2.42%
7/30/2000,10767.75,10514.29,10769.95,10497.80,802.97M,2.44%
7/23/2000,10511.17,10731.44,10778.11,10464.50,854.28M,-2.07%
7/16/2000,10733.56,10812.40,10874.63,10685.48,896.64M,-0.73%
7/9/2000,10812.75,10627.14,10834.32,10604.86,787.03M,1.66%
7/2/2000,10635.99,10450.36,10658.25,10393.09,535.11M,1.80%
6/25/2000,10447.90,10403.69,10620.42,10336.16,864.76M,0.41%
6/18/2000,10404.76,10448.40,10597.44,10335.46,884.55M,-0.43%
6/11/2000,10449.31,10615.12,10763.70,10449.30,867.58M,-1.55%
6/4/2000,10614.07,10793.11,10863.00,10588.29,787.94M,-1.67%
5/28/2000,10794.76,10302.31,10846.08,10302.31,713.22M,4.81%
5/21/2000,10299.24,10624.79,10664.54,10258.81,881.58M,-3.08%
5/14/2000,10626.86,10606.97,10971.24,10570.65,856.79M,0.16%
5/7/2000,10609.37,10571.31,10684.85,10292.10,859.97M,0.30%
4/30/2000,10577.86,10749.42,10926.26,10375.81,890.32M,-1.45%
4/23/2000,10733.92,10822.33,11141.88,10695.44,1.10B,-1.02%
4/16/2000,10844.06,10303.29,10845.29,10232.55,818.15M,5.22%
4/9/2000,10305.78,11114.89,11425.45,10201.53,1.02B,-7.25%
4/2/2000,11111.49,10863.28,11418.24,10717.78,1.11B,1.74%
3/26/2000,10921.93,11093.25,11170.82,10910.75,955.81M,-1.72%
3/19/2000,11112.73,10594.75,11234.65,10586.99,1.03B,4.88%
3/12/2000,10595.24,9911.22,10763.38,9735.54,1.08B,6.71%
3/5/2000,9928.83,10358.96,10383.95,9731.81,1.06B,-4.23%
2/27/2000,10367.20,9854.66,10443.52,9842.57,1.04B,5.12%
2/20/2000,9862.12,10219.83,10338.35,9836.06,811.94M,-3.50%
2/13/2000,10219.53,10431.65,10763.07,10199.98,918.56M,-1.97%
2/6/2000,10425.22,10965.97,11023.06,10356.96,833.03M,-4.91%
1/30/2000,10963.81,10735.77,11118.93,10701.64,884.19M,2.09%
1/23/2000,10738.88,11251.94,11366.50,10735.77,978.15M,-4.56%
1/16/2000,11251.72,11719.19,11720.12,11232.48,790.23M,-4.02%
1/9/2000,11722.98,11247.06,11750.28,11502.70,953.06M,1.74%
1/2/2000,11522.56,11501.85,11528.14,10938.67,912.81M,0.22%
12/26/1999,11497.12,11410.65,11568.77,11380.60,384.14M,0.80%
12/19/1999,11405.76,11254.50,11443.07,11098.01,485.42M,1.32%
12/12/1999,11257.43,11217.46,11383.74,11124.39,1.05B,0.29%
12/5/1999,11224.71,11286.79,11297.80,11054.66,800.70M,-0.54%
11/28/1999,11286.18,10985.73,11341.23,10859.65,751.89M,2.71%
11/21/1999,10988.91,11008.78,11112.77,10949.15,538.18M,-0.14%
11/14/1999,11003.90,10764.73,11049.46,10712.13,773.52M,2.18%
11/7/1999,10769.32,10668.42,10771.76,10536.27,818.70M,0.61%
10/31/1999,10704.49,10730.79,10842.72,10563.19,814.50M,-0.24%
10/24/1999,10729.87,10468.98,10790.02,10273.95,605.72M,2.48%
10/17/1999,10470.25,10018.45,10520.90,9976.02,618.68M,4.50%
10/10/1999,10019.72,10649.76,10719.10,9998.18,456.38M,-5.92%
10/3/1999,10649.77,10274.58,10655.78,10274.27,503.27M,3.67%
9/26/1999,10273.00,10279.33,10402.81,10081.13,479.63M,-0.06%
9/19/1999,10279.34,10801.87,10845.74,10187.20,429.11M,-4.85%
9/12/1999,10803.64,11027.40,11042.36,10626.65,400.10M,-2.04%
9/5/1999,11028.43,11079.08,11142.41,10967.00,315.36M,-0.45%
8/29/1999,11078.46,11087.69,11123.09,10732.71,408.46M,-0.11%
8/22/1999,11090.17,11099.66,11365.93,11077.82,403.23M,-0.09%
8/15/1999,11100.62,10980.11,11117.08,10873.29,409.52M,1.16%
8/8/1999,10973.66,10714.03,10981.89,10549.08,414.55M,2.42%
8/1/1999,10714.04,10654.83,10829.91,10566.18,421.69M,0.55%
7/25/1999,10655.15,10907.80,11031.28,10647.86,365.34M,-2.34%
7/18/1999,10910.97,11209.84,11252.27,10861.89,402.59M,-2.67%
7/11/1999,11209.85,11193.38,11230.74,11085.10,391.86M,0.14%
7/4/1999,11193.70,11137.47,11236.76,11080.35,345.66M,0.49%
6/27/1999,11139.25,10555.88,11139.56,10555.88,445.90M,5.56%
6/20/1999,10552.57,10854.75,10880.25,10471.20,351.55M,-2.79%
6/13/1999,10855.56,10490.83,10888.49,10486.71,407.86M,3.48%
6/6/1999,10490.51,10799.20,10917.30,10430.67,405.38M,-2.86%
5/30/1999,10799.84,10561.01,10799.84,10409.14,322.70M,2.27%
5/23/1999,10559.75,10829.87,10856.42,10434.26,450.21M,-2.49%
5/16/1999,10829.28,10910.57,10946.08,10740.80,415.85M,-0.77%
5/9/1999,10913.32,11029.14,11130.67,10812.81,455.21M,-1.07%
5/2/1999,11031.59,10789.04,11035.31,10756.11,521.46M,2.25%
4/25/1999,10789.04,10689.67,10961.71,10649.86,516.50M,0.93%
4/18/1999,10689.67,10493.89,10765.74,10333.15,568.36M,1.87%
4/11/1999,10493.89,10174.11,10526.54,10096.69,531.12M,3.15%
4/4/1999,10173.83,9836.12,10212.13,9836.12,412.65M,3.47%
3/28/1999,9832.50,9821.61,10040.36,9765.63,323.31M,0.10%
3/21/1999,9822.24,9902.28,9934.63,9625.21,368.40M,-0.82%
3/14/1999,9903.55,9876.08,10085.31,9845.83,441.81M,0.28%
3/7/1999,9876.35,9737.19,9958.77,9669.89,460.84M,1.44%
2/28/1999,9736.07,9307.39,9738.79,9211.23,422.34M,4.62%
2/21/1999,9306.57,9339.95,9611.33,9233.32,411.63M,-0.36%
2/14/1999,9339.95,9277.31,9395.67,9179.21,308.50M,0.70%
