Date,Price,Open,High,Low,Vol.,Change %
7/19/2020,26469.89,26660.29,27035.24,26402.86,2.01B,-0.76%
7/12/2020,26671.95,26225.07,27071.33,25994.98,1.81B,2.29%
7/5/2020,26075.30,25996.08,26297.53,25523.51,1.76B,0.96%
6/28/2020,25827.36,25152.45,26204.41,25096.16,1.52B,3.25%
6/21/2020,25015.55,25865.08,26314.97,24971.03,2.26B,-3.31%
6/14/2020,25871.46,25270.39,26611.03,24843.18,2.30B,1.04%
6/7/2020,25605.54,27232.93,27580.21,25078.41,2.44B,-5.55%
5/31/2020,27110.98,25342.99,27338.30,25220.66,2.02B,6.81%
5/24/2020,25383.11,24781.84,25758.79,24781.84,1.77B,3.75%
5/17/2020,24465.16,24059.98,24718.46,24059.98,1.84B,3.29%
5/10/2020,23685.42,24256.45,24382.09,22789.62,2.16B,-2.65%
5/3/2020,24331.32,23581.55,24349.90,23361.16,1.82B,2.56%
4/26/2020,23723.69,23866.15,24764.77,23645.30,2.17B,-0.22%
4/19/2020,23775.27,24095.10,24108.69,22941.88,2.04B,-1.93%
4/12/2020,24242.49,23698.93,24264.21,23095.35,2.34B,2.21%
4/5/2020,23719.37,21693.63,24008.99,21693.63,2.25B,12.67%
3/29/2020,21052.53,21678.22,22480.37,20735.02,2.62B,-2.70%
3/22/2020,21636.78,19028.36,22595.06,18213.65,3.72B,12.84%
3/15/2020,19173.98,20917.53,21768.28,18917.46,4.11B,-17.30%
3/8/2020,23185.62,24992.36,25020.99,21154.46,3.82B,-10.36%
3/1/2020,25864.78,25590.51,27102.34,25226.62,2.82B,1.79%
2/23/2020,25409.36,28402.93,28402.93,24681.01,3.04B,-12.36%
2/16/2020,28992.41,29282.78,29409.09,28892.70,1.11B,-1.38%
2/9/2020,29398.08,28995.66,29568.57,28995.66,1.38B,1.02%
2/2/2020,29102.51,28319.65,29408.05,28319.65,1.52B,3.00%
1/26/2020,28256.03,28542.49,28944.24,28169.53,1.73B,-2.53%
1/19/2020,28989.73,29269.05,29341.21,28843.31,1.29B,-1.22%
1/12/2020,29348.10,28869.01,29373.62,28819.43,1.41B,1.82%
1/5/2020,28823.77,28465.50,29009.07,28418.63,1.35B,0.66%
12/29/2019,28634.88,28654.76,28872.80,28376.49,872.30M,-0.04%
12/22/2019,28645.26,28491.78,28701.66,28491.78,669.66M,0.67%
12/15/2019,28455.09,28191.67,28608.64,28191.67,1.73B,1.14%
12/8/2019,28135.38,27987.05,28290.73,27801.80,1.19B,0.43%
12/1/2019,28015.06,28109.74,28109.84,27325.13,1.17B,-0.13%
11/24/2019,28051.41,27917.77,28174.97,27917.77,899.05M,0.63%
11/17/2019,27875.62,27993.22,28090.21,27675.28,1.22B,-0.46%
11/10/2019,28004.89,27580.66,28004.89,27517.67,1.29B,1.17%
11/3/2019,27681.24,27402.06,27774.67,27402.06,1.30B,1.22%
10/27/2019,27347.36,27040.33,27347.43,26918.29,1.34B,1.44%
10/20/2019,26958.06,26852.67,27015.37,26714.34,1.29B,0.70%
10/13/2019,26770.20,26766.43,27120.11,26749.18,1.16B,-0.17%
10/6/2019,26816.59,26502.33,27013.97,26139.80,1.14B,0.91%
9/29/2019,26573.72,26852.33,27046.21,25743.46,1.29B,-0.92%
9/22/2019,26820.25,26851.45,27079.68,26704.96,1.21B,-0.43%
9/15/2019,26935.07,27146.06,27272.17,26899.15,1.39B,-1.05%
9/8/2019,27219.52,26866.23,27306.73,26717.05,1.38B,1.57%
9/1/2019,26797.46,26198.26,26860.87,25978.22,892.30M,1.49%
8/25/2019,26403.28,25826.05,26514.62,25637.43,1.12B,3.02%
8/18/2019,25628.90,26020.06,26388.78,25507.18,1.29B,-0.99%
8/11/2019,25886.01,26169.91,26426.97,25339.60,1.48B,-1.53%
8/4/2019,26287.44,26259.23,26413.36,25440.39,1.62B,-0.75%
7/28/2019,26485.01,27192.24,27281.65,26249.22,1.67B,-2.60%
7/21/2019,27192.45,27174.18,27368.81,27062.48,1.21B,0.14%
7/14/2019,27154.20,27364.69,27398.68,27068.79,1.13B,-0.65%
7/7/2019,27332.03,26835.64,27333.79,26665.57,1.14B,1.52%
6/30/2019,26922.12,26805.86,26966.00,26616.21,846.63M,1.21%
6/23/2019,26599.96,26727.61,26806.52,26465.32,1.54B,-0.45%
6/16/2019,26719.13,26108.53,26907.37,26049.80,1.48B,2.41%
6/9/2019,26089.61,26090.22,26248.67,25958.66,1.15B,0.41%
6/2/2019,25983.94,24830.16,26072.75,24680.57,1.38B,4.71%
5/26/2019,24815.04,25616.55,25717.63,24809.51,1.17B,-3.01%
5/19/2019,25585.69,25655.31,25898.27,25328.09,1.30B,-0.69%
5/12/2019,25764.00,25568.06,25957.63,25222.51,1.53B,-0.69%
5/5/2019,25942.37,26160.62,26476.27,25469.86,1.52B,-2.12%
4/28/2019,26504.95,26559.87,26689.39,26180.36,1.46B,-0.14%
4/21/2019,26543.33,26510.77,26695.96,26310.28,1.44B,-0.06%
4/14/2019,26559.54,26407.76,26602.42,26316.42,1.25B,0.56%
4/7/2019,26412.30,26312.67,26436.68,26062.59,1.26B,-0.05%
3/31/2019,26424.99,26075.10,26487.57,26071.69,1.28B,1.91%
3/24/2019,25928.68,25490.72,25949.32,25372.26,1.42B,1.67%
3/17/2019,25502.32,25801.88,26109.68,25501.45,1.69B,-1.34%
3/10/2019,25848.87,25208.00,25927.91,25208.00,1.87B,1.57%
3/3/2019,25450.24,26122.19,26155.98,25252.46,1.36B,-2.21%
2/24/2019,26026.32,26126.15,26241.42,25877.24,1.42B,-0.02%
2/17/2019,26031.81,25849.85,26052.90,25762.21,1.10B,0.57%
2/10/2019,25883.25,25142.81,25883.72,25009.10,1.42B,3.09%
2/3/2019,25106.33,25062.12,25439.04,24883.04,1.40B,0.17%
1/27/2019,25063.89,24596.98,25193.15,24323.94,1.95B,1.32%
1/20/2019,24737.20,24607.76,24860.15,24244.31,1.35B,0.12%
1/13/2019,24706.35,23880.53,24750.22,23765.24,1.53B,2.96%
1/6/2019,23995.95,23474.26,24014.78,23301.59,1.58B,2.40%
12/30/2018,23433.16,23153.94,23518.64,22638.41,1.43B,1.61%
12/23/2018,23062.40,22317.28,23381.88,21712.53,1.49B,2.75%
12/16/2018,22445.37,23986.83,24088.08,22396.34,2.86B,-6.87%
12/9/2018,24100.51,24360.95,24828.29,23881.37,1.79B,-1.18%
12/2/2018,24388.95,25779.57,25980.21,24242.22,1.68B,-4.50%
11/25/2018,25538.46,24364.13,25549.71,24364.13,1.76B,5.16%
11/18/2018,24285.95,25392.61,25392.61,24268.74,1.25B,-4.44%
11/11/2018,25413.22,25959.33,25966.71,24787.79,1.82B,-2.22%
11/4/2018,25989.30,25261.47,26277.82,25261.47,1.58B,2.84%
10/28/2018,25270.83,24818.98,25578.98,24122.23,2.18B,2.36%
10/21/2018,24688.31,25492.14,25561.34,24445.19,2.19B,-2.97%
10/14/2018,25444.34,25332.46,25817.68,25236.01,1.57B,0.41%
10/7/2018,25339.99,26399.45,26539.94,24899.77,1.91B,-4.19%
9/30/2018,26447.05,26598.36,26951.81,26301.81,1.33B,-0.04%
9/23/2018,26458.31,26705.25,26709.94,26349.34,1.24B,-1.07%
9/16/2018,26743.50,26151.66,26769.16,26030.35,1.64B,2.25%
9/9/2018,26154.67,25991.91,26211.11,25754.32,1.29B,0.92%
9/2/2018,25916.54,25916.07,26073.68,25805.95,1.09B,-0.19%
8/26/2018,25964.82,25882.71,26167.94,25879.77,1.16B,0.68%
8/19/2018,25790.35,25727.70,25888.82,25608.02,1.10B,0.47%
8/12/2018,25669.32,25327.19,25728.16,24965.77,1.36B,1.41%
8/5/2018,25313.14,25437.43,25692.72,25222.88,1.15B,-0.59%
7/29/2018,25462.58,25439.32,25500.16,25120.07,1.51B,0.05%
7/22/2018,25451.06,25036.90,25587.24,24983.33,1.40B,1.57%
7/15/2018,25058.12,25025.58,25215.32,24979.64,1.29B,0.15%
7/8/2018,25019.41,24519.20,25043.21,24518.43,1.20B,2.30%
7/1/2018,24456.48,24161.53,24520.29,24077.56,862.18M,0.76%
6/24/2018,24271.41,24463.73,24569.02,23997.21,1.69B,-1.26%
6/17/2018,24580.89,24944.28,25003.10,24406.63,1.90B,-2.03%
6/10/2018,25090.48,25336.67,25402.83,24894.38,1.87B,-0.89%
6/3/2018,25316.53,24727.55,25326.09,24710.82,1.64B,2.77%
5/27/2018,24635.21,24606.59,24714.48,24247.84,1.47B,-0.48%
5/20/2018,24753.09,24883.06,25086.49,24605.90,1.60B,0.15%
5/13/2018,24715.09,24879.37,24994.19,24629.39,1.45B,-0.47%
5/6/2018,24831.17,24317.66,24868.65,24198.34,1.59B,2.34%
4/29/2018,24262.51,24410.41,24498.23,23531.31,1.90B,-0.20%
4/22/2018,24311.19,24488.07,24579.94,23823.08,2.04B,-0.62%
4/15/2018,24462.94,24483.15,24858.97,24375.04,1.87B,0.42%
4/8/2018,24360.14,24037.52,24646.45,23954.83,1.70B,1.79%
4/1/2018,23932.76,24076.60,24622.26,23344.52,2.04B,-0.71%
3/25/2018,24103.11,23825.74,24446.22,23708.73,2.00B,2.42%
3/18/2018,23533.20,24893.69,24977.65,23509.06,1.99B,-5.67%
3/11/2018,24946.51,25372.44,25449.15,24668.83,2.14B,-1.54%
3/4/2018,25335.74,24471.31,25336.33,24387.15,1.81B,3.25%
2/25/2018,24538.06,25403.35,25800.35,24217.76,2.31B,-3.05%
2/18/2018,25309.99,25124.91,25313.91,24792.99,1.59B,0.36%
2/11/2018,25219.38,24337.76,25432.42,24290.48,2.13B,4.25%
2/4/2018,24190.90,25337.87,25520.53,23360.29,3.44B,-5.21%
1/28/2018,25520.96,26584.28,26608.90,25490.66,2.28B,-4.12%
1/21/2018,26616.71,26025.32,26616.71,25974.65,2.26B,2.09%
1/14/2018,26071.72,25987.62,26153.42,25702.99,2.21B,1.04%
1/7/2018,25803.19,25308.40,25810.43,25235.41,1.74B,2.01%
12/31/2017,25295.87,24809.35,25299.79,24741.70,1.56B,2.33%
12/24/2017,24719.22,24715.84,24871.66,24708.42,905.90M,-0.14%
12/17/2017,24754.06,24739.56,24876.07,24697.11,1.63B,0.42%
12/10/2017,24651.74,24338.11,24688.62,24314.74,1.92B,1.33%
12/3/2017,24329.16,24424.11,24534.04,24101.24,1.72B,0.40%
11/26/2017,24231.59,23552.86,24327.82,23545.02,1.92B,2.86%
11/19/2017,23557.99,23370.71,23617.80,23360.58,1.03B,0.86%
11/12/2017,23358.24,23367.47,23492.19,23242.75,2.24B,-0.27%
11/5/2017,23422.21,23533.96,23602.12,23310.02,1.53B,-0.50%
10/29/2017,23539.19,23405.75,23557.06,23327.87,1.85B,0.45%
10/22/2017,23434.19,23348.95,23485.25,23251.11,2.15B,0.45%
10/15/2017,23328.63,22892.92,23328.84,22887.12,1.62B,2.00%
10/8/2017,22871.72,22779.73,22905.33,22739.38,1.50B,0.43%
10/1/2017,22773.67,22423.47,22777.04,22416.00,1.21B,1.65%
9/24/2017,22405.09,22320.47,22405.63,22219.11,1.50B,0.25%
9/17/2017,22349.59,22297.92,22419.51,22283.35,1.52B,0.36%
9/10/2017,22268.34,21927.79,22275.02,21927.79,1.79B,2.16%
9/3/2017,21797.79,21912.37,21921.09,21709.63,1.27B,-0.86%
8/27/2017,21987.56,21832.50,22038.97,21673.58,1.32B,0.80%
8/20/2017,21813.67,21671.36,21912.83,21600.34,1.20B,0.64%
8/13/2017,21674.51,21945.64,22085.71,21641.63,1.39B,-0.84%
8/6/2017,21858.32,22100.20,22179.11,21842.74,1.29B,-1.06%
7/30/2017,22092.81,21863.39,22092.81,21861.71,1.51B,1.20%
7/23/2017,21830.31,21577.78,21841.18,21496.13,1.56B,1.16%
7/16/2017,21580.07,21633.97,21661.91,21471.14,1.43B,-0.27%
7/9/2017,21637.74,21381.23,21681.53,21279.30,1.25B,1.04%
7/2/2017,21414.34,21392.30,21562.75,21305.38,1.02B,0.30%
6/25/2017,21349.63,21434.68,21506.21,21197.08,1.46B,-0.21%
6/18/2017,21394.76,21444.75,21535.03,21333.89,1.53B,0.05%
6/11/2017,21384.28,21259.95,21391.97,21186.15,2.07B,0.53%
6/4/2017,21271.97,21195.03,21305.35,21113.31,1.55B,0.31%
5/28/2017,21206.29,21045.49,21225.04,20942.57,1.22B,0.60%
5/21/2017,21080.28,20867.77,21112.32,20860.16,1.28B,1.32%
5/14/2017,20804.84,20923.63,21033.53,20553.45,1.84B,-0.44%
5/7/2017,20896.61,20991.26,21046.85,20798.90,1.41B,-0.53%
4/30/2017,21006.94,20962.73,21006.94,20847.95,1.47B,0.32%
4/23/2017,20940.51,20723.59,21070.90,20723.59,1.65B,1.91%
4/16/2017,20547.76,20484.75,20644.41,20379.55,1.47B,0.46%
4/9/2017,20453.25,20668.22,20750.33,20453.25,989.08M,-0.98%
4/2/2017,20656.10,20665.17,20887.50,20517.82,1.28B,-0.03%
3/26/2017,20663.22,20488.35,20753.78,20412.80,1.38B,0.32%
3/19/2017,20596.72,20916.27,20970.04,20529.67,1.52B,-1.52%
3/12/2017,20914.62,20899.28,21000.11,20786.31,1.64B,0.06%
3/5/2017,20902.98,20955.71,20986.43,20777.16,1.43B,-0.49%
2/26/2017,21005.71,20808.71,21169.11,20774.76,1.56B,0.88%
2/19/2017,20821.76,20663.43,20840.70,20663.37,1.24B,0.96%
2/12/2017,20624.05,20338.54,20639.87,20322.95,1.75B,1.75%
2/5/2017,20269.37,20025.61,20298.21,20002.81,1.48B,0.99%
1/29/2017,20071.46,20028.62,20081.48,19784.77,1.81B,-0.11%
1/22/2017,20093.78,19794.79,20125.58,19732.36,1.77B,1.34%
1/15/2017,19827.25,19848.82,19882.99,19677.94,1.36B,-0.29%
1/8/2017,19885.73,19931.41,19973.42,19770.47,1.49B,-0.39%
1/1/2017,19963.80,19872.86,19999.63,19775.93,1.17B,1.02%
12/25/2016,19762.60,19943.46,19981.11,19718.67,790.84M,-0.86%
12/18/2016,19933.81,19836.66,19987.63,19832.95,1.26B,0.46%
12/11/2016,19843.41,19770.20,19966.43,19747.74,2.06B,0.44%
12/4/2016,19756.85,19244.35,19757.74,19184.74,1.65B,3.06%
11/27/2016,19170.42,19122.14,19225.29,19062.22,528.27M,0.10%
11/20/2016,19152.14,18898.68,19152.14,18883.10,289.60M,1.51%
11/13/2016,18867.93,18876.77,18934.05,18806.06,500.04M,0.11%
11/6/2016,18847.66,17994.64,18873.66,17994.64,618.07M,5.36%
10/30/2016,17888.28,18176.60,18193.68,17883.56,475.59M,-1.50%
10/23/2016,18161.19,18197.14,18275.04,18062.30,449.46M,0.09%
10/16/2016,18145.71,18135.85,18252.20,18049.77,445.46M,0.04%
10/9/2016,18138.38,18282.95,18399.96,17959.95,403.16M,-0.56%
10/2/2016,18240.49,18279.60,18319.73,18116.26,385.75M,-0.37%
9/25/2016,18308.15,18217.76,18369.62,18052.16,508.65M,0.26%
9/18/2016,18261.45,18154.82,18449.88,18093.05,404.85M,0.76%
9/11/2016,18123.80,18028.95,18358.69,17992.21,687.55M,0.21%
9/4/2016,18085.45,18493.40,18551.54,18085.45,351.02M,-2.20%
8/28/2016,18491.96,18421.29,18544.76,18295.48,380.79M,0.52%
8/21/2016,18395.40,18535.86,18631.60,18335.34,362.92M,-0.85%
8/14/2016,18552.57,18588.59,18668.44,18468.68,364.83M,-0.13%
8/7/2016,18576.47,18540.65,18638.34,18468.78,327.73M,0.18%
7/31/2016,18543.53,18434.50,18543.53,18247.79,408.63M,0.60%
7/24/2016,18432.24,18554.49,18555.69,18368.82,470.84M,-0.75%
7/17/2016,18570.85,18521.55,18622.01,18469.67,429.12M,0.29%
7/10/2016,18516.55,18161.53,18557.43,18161.53,462.75M,2.04%
7/3/2016,18146.74,17904.45,18166.77,17713.45,371.71M,1.10%
6/26/2016,17949.37,17355.21,18002.38,17063.08,572.49M,3.15%
6/19/2016,17400.75,17736.87,18011.07,17356.34,611.07M,-1.55%
6/12/2016,17675.16,17830.50,17893.28,17471.29,630.19M,-1.06%
6/5/2016,17865.34,17825.69,18016.00,17812.34,382.10M,0.33%
5/29/2016,17807.06,17891.50,17899.24,17664.79,383.76M,-0.37%
5/22/2016,17873.22,17507.04,17891.71,17480.05,395.58M,2.13%
5/15/2016,17500.94,17531.76,17755.80,17331.07,478.34M,-0.20%
5/8/2016,17535.32,17743.85,17934.61,17512.48,423.98M,-1.16%
5/1/2016,17740.63,17783.78,17912.35,17580.38,433.74M,-0.19%
4/24/2016,17773.64,17990.94,18084.66,17651.98,523.02M,-1.28%
4/17/2016,18003.75,17890.20,18167.63,17848.22,516.26M,0.59%
4/10/2016,17897.46,17586.48,17962.14,17553.57,482.50M,1.82%
4/3/2016,17576.96,17799.39,17806.38,17484.23,469.97M,-1.21%
3/27/2016,17792.75,17526.08,17811.48,17434.27,443.44M,1.58%
3/20/2016,17515.73,17589.70,17648.94,17399.01,348.19M,-0.49%
3/13/2016,17602.30,17207.49,17620.58,17120.35,747.10M,2.26%
3/6/2016,17213.31,16991.29,17220.09,16821.86,566.37M,1.21%
2/28/2016,17006.77,16634.15,17062.38,16510.40,533.77M,2.20%
2/21/2016,16639.97,16417.13,16795.98,16165.86,486.63M,1.51%
2/14/2016,16391.99,16012.39,16511.84,16012.39,505.41M,2.62%
2/7/2016,15973.84,16147.51,16201.89,15503.01,720.52M,-1.43%
1/31/2016,16204.97,16453.63,16510.98,15960.45,653.03M,-1.59%
1/24/2016,16466.30,16086.46,16466.30,15863.72,727.87M,2.32%
1/17/2016,16093.51,16009.45,16171.96,15450.56,627.22M,0.66%
1/10/2016,15988.08,16358.71,16593.51,15842.11,796.84M,-2.19%
1/3/2016,16346.45,17405.48,17405.48,16314.57,692.14M,-6.19%
12/27/2015,17425.03,17535.66,17750.02,17421.16,283.08M,-0.72%
12/20/2015,17552.17,17154.94,17607.92,17116.73,339.65M,2.47%
12/13/2015,17128.55,17277.11,17796.76,17124.31,850.10M,-0.79%
12/6/2015,17265.21,17845.49,17845.49,17230.50,577.22M,-3.26%
11/29/2015,17847.63,17802.84,17901.58,17425.56,626.93M,0.28%
11/22/2015,17798.49,17823.61,17868.18,17683.51,391.21M,-0.14%
11/15/2015,17823.81,17229.94,17914.34,17210.43,679.37M,3.35%
11/8/2015,17245.24,17900.78,17900.78,17238.89,573.38M,-3.71%
11/1/2015,17910.33,17672.62,17977.85,17655.02,499.38M,1.40%
10/25/2015,17663.54,17649.57,17799.96,17540.57,587.01M,0.10%
10/18/2015,17646.70,17209.43,17679.37,17129.19,642.71M,2.50%
10/11/2015,17215.97,17082.29,17220.02,16887.67,560.84M,0.77%
10/4/2015,17084.49,16502.10,17110.88,16502.10,567.82M,3.72%
9/27/2015,16472.37,16313.26,16472.77,15942.37,655.14M,0.97%
9/20/2015,16314.67,16406.10,16578.60,16016.36,548.77M,-0.43%
9/13/2015,16384.58,16450.86,16933.43,16330.87,756.64M,-0.30%
9/6/2015,16433.09,16109.93,16664.65,16109.93,469.98M,2.05%
8/30/2015,16102.38,16632.02,16632.02,15979.95,683.30M,-3.25%
8/23/2015,16643.01,16459.75,16669.97,15370.33,1.02B,1.11%
8/16/2015,16459.75,17472.66,17568.40,16459.55,611.70M,-5.82%
8/9/2015,17477.40,17375.18,17629.13,17125.81,486.50M,0.60%
8/2/2015,17373.38,17696.74,17704.76,17279.08,467.36M,-1.79%
7/26/2015,17689.86,17561.78,17783.59,17399.17,497.22M,0.69%
7/19/2015,17568.53,18085.91,18137.12,17553.73,479.68M,-2.86%
7/12/2015,18086.45,17787.27,18131.61,17787.27,435.12M,1.84%
7/5/2015,17760.41,17728.08,17797.49,17465.68,452.12M,0.17%
6/28/2015,17730.11,17936.74,17936.74,17576.50,412.91M,-1.21%
6/21/2015,17946.68,18027.63,18188.81,17890.36,495.84M,-0.38%
6/14/2015,18015.95,17890.76,18174.73,17698.42,614.60M,0.65%
6/7/2015,17898.84,17849.46,18109.77,17714.97,447.09M,0.28%
5/31/2015,17849.46,18017.82,18168.09,17822.90,418.92M,-0.90%
5/24/2015,18010.68,18229.75,18229.75,17967.74,413.16M,-1.21%
5/17/2015,18232.02,18267.25,18351.36,18217.14,409.62M,-0.22%
5/10/2015,18272.56,18187.78,18272.72,17924.80,460.31M,0.45%
5/3/2015,18191.11,18026.02,18205.23,17733.12,457.67M,0.93%
4/26/2015,18024.06,18097.89,18175.56,17774.89,569.03M,-0.31%
4/19/2015,18080.14,17841.18,18133.03,17841.18,508.97M,1.42%
4/12/2015,17826.30,18052.32,18169.26,17748.53,544.91M,-1.28%
4/5/2015,18057.65,17755.50,18066.76,17646.80,452.96M,1.66%
3/29/2015,17763.24,17727.48,18008.64,17585.01,414.24M,0.29%
3/22/2015,17712.66,18136.73,18205.93,17579.27,512.78M,-2.29%
3/15/2015,18127.65,17751.24,18197.29,17697.52,757.34M,2.13%
3/8/2015,17749.31,17856.56,18031.04,17620.49,533.57M,-0.60%
3/1/2015,17856.78,18134.05,18288.63,17825.15,443.72M,-1.52%
2/22/2015,18132.70,18140.76,18244.38,18054.84,426.08M,-0.04%
2/15/2015,18140.44,18019.80,18144.29,17878.37,364.37M,0.67%
2/8/2015,18019.35,17821.49,18037.41,17685.32,463.80M,1.09%
2/1/2015,17824.29,17169.99,17951.09,17037.76,497.00M,3.84%
1/25/2015,17164.95,17668.11,17696.36,17136.30,619.39M,-2.87%
1/18/2015,17672.60,17516.96,17840.89,17346.73,424.23M,0.92%
1/11/2015,17511.57,17742.05,17923.01,17243.55,536.02M,-1.27%
1/4/2015,17737.37,17821.30,17916.04,17262.37,517.34M,-0.54%
12/28/2014,17832.99,18046.58,18073.04,17731.30,260.46M,-1.22%
12/21/2014,18053.71,17812.25,18103.45,17812.25,276.78M,1.40%
12/14/2014,17804.80,17285.74,17874.03,17067.59,816.59M,3.03%
12/7/2014,17280.83,17954.94,17960.56,17280.83,516.24M,-3.78%
11/30/2014,17958.79,17827.27,17991.19,17726.55,423.13M,0.73%
11/23/2014,17828.24,17812.63,17893.42,17790.89,321.61M,0.10%
11/16/2014,17810.06,17631.85,17894.83,17603.89,450.22M,0.99%
11/9/2014,17634.74,17568.98,17705.48,17536.17,353.68M,0.35%
11/2/2014,17573.93,17390.90,17575.33,17278.36,390.98M,1.05%
10/26/2014,17390.52,16796.10,17395.54,16729.83,434.69M,3.48%
10/19/2014,16805.41,16373.15,16811.71,16260.54,481.31M,2.59%
10/12/2014,16380.41,16535.43,16602.41,15855.12,648.20M,-0.99%
10/5/2014,16544.10,17010.34,17099.39,16543.91,481.47M,-2.74%
9/28/2014,17009.69,17107.69,17145.10,16674.04,440.18M,-0.60%
9/21/2014,17113.15,17271.71,17277.88,16945.80,400.10M,-0.96%
9/14/2014,17279.74,16988.76,17350.64,16951.38,667.67M,1.72%
9/7/2014,16987.51,17131.71,17137.88,16937.67,357.93M,-0.87%
8/31/2014,17137.36,17097.42,17161.55,17009.07,272.33M,0.23%
8/24/2014,17098.45,17011.81,17153.80,17011.81,303.16M,0.57%
8/17/2014,17001.22,16664.45,17074.59,16664.45,334.35M,2.03%
8/10/2014,16662.91,16557.27,16775.27,16518.06,365.90M,0.66%
8/3/2014,16553.93,16493.72,16596.22,16333.78,394.33M,0.37%
7/27/2014,16493.37,16956.91,17056.46,16437.07,406.44M,-2.75%
7/20/2014,16960.57,17095.11,17133.43,16915.65,352.67M,-0.82%
7/13/2014,17100.18,16950.93,17151.56,16950.93,485.58M,0.92%
7/6/2014,16943.81,17063.83,17063.83,16805.38,331.95M,-0.73%
6/29/2014,17068.26,16852.49,17074.65,16801.94,289.05M,1.28%
6/22/2014,16851.84,16946.50,16969.70,16746.09,419.13M,-0.56%
6/15/2014,16947.08,16765.56,16978.02,16722.86,542.72M,1.02%
6/8/2014,16775.74,16926.08,16970.17,16703.73,361.33M,-0.88%
6/1/2014,16924.28,16716.85,16924.28,16673.65,341.95M,1.24%
5/25/2014,16717.17,16607.42,16721.22,16607.42,304.03M,0.67%
5/18/2014,16606.27,16490.35,16613.07,16341.30,354.64M,0.70%
5/11/2014,16491.31,16584.82,16735.51,16397.46,440.80M,-0.55%
5/4/2014,16583.34,16509.75,16622.95,16357.35,389.16M,0.43%
4/27/2014,16512.89,16363.20,16620.06,16312.66,424.26M,0.93%
4/20/2014,16361.46,16408.92,16565.71,16333.78,412.13M,-0.29%
4/13/2014,16408.54,16028.29,16460.49,16028.29,418.72M,2.38%
4/6/2014,16026.75,16414.15,16456.12,16015.32,538.70M,-2.35%
3/30/2014,16412.71,16324.22,16631.63,16324.22,452.22M,0.55%
3/23/2014,16323.06,16303.28,16466.04,16191.79,472.52M,0.12%
3/16/2014,16302.77,16066.37,16456.45,16066.37,703.39M,1.48%
3/9/2014,16065.67,16453.10,16460.33,16046.99,396.08M,-2.35%
3/2/2014,16452.72,16321.71,16505.70,16071.25,419.44M,0.80%
2/23/2014,16321.71,16102.27,16398.95,16102.27,657.78M,1.36%
2/16/2014,16103.30,16153.97,16225.72,16006.59,376.12M,-0.32%
2/9/2014,16154.39,15793.63,16175.55,15733.69,440.87M,2.28%
2/2/2014,15794.08,15697.69,15798.51,15340.69,593.04M,0.61%
1/26/2014,15698.85,15879.05,15945.89,15617.55,555.42M,-1.14%
1/19/2014,15879.11,16459.27,16520.60,15879.11,441.13M,-3.52%
1/12/2014,16458.56,16434.03,16505.28,16240.60,583.76M,0.13%
1/5/2014,16437.05,16474.04,16562.32,16378.61,443.10M,-0.20%
12/29/2013,16469.99,16484.51,16588.25,16416.49,286.72M,-0.05%
12/22/2013,16478.41,16225.25,16529.01,16225.25,209.96M,1.59%
12/15/2013,16221.14,15759.60,16287.84,15759.60,712.75M,2.96%
12/8/2013,15755.36,16019.49,16058.40,15703.79,467.45M,-1.65%
12/1/2013,16020.20,16087.12,16098.00,15791.29,534.02M,-0.41%
11/24/2013,16086.41,16072.09,16174.51,16055.46,336.41M,0.13%
11/17/2013,16064.77,15962.72,16068.78,15865.37,423.77M,0.65%
11/10/2013,15961.70,15759.28,15962.98,15672.00,480.88M,1.27%
11/3/2013,15761.78,15621.20,15797.68,15522.18,478.14M,0.94%
10/27/2013,15615.55,15569.19,15721.00,15533.48,474.41M,0.29%
10/20/2013,15570.28,15401.32,15570.60,15362.66,490.26M,1.11%
10/13/2013,15399.65,15231.33,15412.97,15136.38,530.86M,1.07%
10/6/2013,15237.11,15069.30,15237.30,14719.43,477.77M,1.09%
9/29/2013,15072.58,15249.82,15249.82,14947.03,457.28M,-1.22%
9/22/2013,15258.24,15452.31,15466.95,15211.81,436.95M,-1.25%
9/15/2013,15451.09,15381.36,15709.58,15381.36,851.55M,0.49%
9/8/2013,15376.06,14927.19,15380.97,14927.19,486.60M,3.04%
9/1/2013,14922.50,14801.55,15009.84,14777.48,474.10M,0.76%
8/25/2013,14810.31,15014.58,15049.98,14760.41,555.07M,-1.33%
8/18/2013,15010.51,15076.79,15106.39,14880.84,597.68M,-0.47%
8/11/2013,15081.47,15415.22,15504.14,15054.38,533.84M,-2.23%
8/4/2013,15425.51,15651.98,15655.21,15346.65,425.17M,-1.49%
7/28/2013,15658.36,15557.14,15658.43,15479.13,565.80M,0.64%
7/21/2013,15558.83,15543.97,15604.22,15405.16,526.98M,0.10%
7/14/2013,15543.74,15459.69,15589.40,15415.71,697.18M,0.51%
7/7/2013,15464.30,15137.22,15498.39,15137.22,606.23M,2.17%
6/30/2013,15135.84,14911.60,15137.51,14858.93,392.74M,1.52%
6/23/2013,14909.60,14795.79,15075.01,14551.27,771.49M,0.74%
6/16/2013,14799.40,15078.71,15340.09,14688.43,942.56M,-1.80%
6/9/2013,15070.18,15247.81,15300.64,14953.45,513.55M,-1.17%
6/2/2013,15248.12,15123.55,15304.98,14844.22,701.45M,0.88%
