"Date","Samsung","Apple","Unknown","Nokia","Xiaomi","Oppo","Huawei","Vivo","Micromax","Sony","Lenovo","LG","Realme","Mobicel","HTC","Motorola","Asus","General Mobile","BBK","OnePlus","RIM","Infinix","Google","Lava","Tecno","Gionee","ZTE","Turkcell","Casper","Lyf","Vestel","Coolpad","Spice","Hisense","Itel","AIS","Alcatel","QMobile","Meizu","Panasonic","Wiko","True","Vodafone","LeEco","Honor","Reliance Digital","InFocus","Intex","Smartfren","Pantech","Acer","Xolo","i-Mobile","Avea","dtac","Karbonn","Yu","Infinex","Symphony","Sharp","Turk Telecom","Reeder","Vsmart","HP","Other"
2010-04,2.47,7.97,0,73.3,0,0,0,0,0,12.98,0,0.13,0,0,0.08,0.22,0,0,0,0,2.7,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
2010-05,3.42,8.29,0,72.15,0,0,0,0,0,12.31,0,0.09,0,0,0.02,0.16,0,0,0,0,3.43,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
2010-06,4.44,7.22,0,72.3,0,0,0,0,0,11.64,0,0.09,0,0,0.02,0.16,0,0,0,0,4.02,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
2010-07,4.08,7.08,0,72.08,0,0,0,0,0,12.03,0,0.16,0,0,0.07,0.17,0,0,0,0,4.18,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
2010-08,4.28,7.16,0,71.83,0,0,0,0,0,12.18,0,0.18,0,0,0.07,0.17,0,0,0,0,3.99,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
2010-09,4.04,5.97,0,63.54,0,0,0,0,0,10.67,0,0.14,0,0,0.05,0.13,0,0,0,0,15.33,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2010-10,4.09,6.58,0,63.94,0,0,0,0,0,10.87,0,0.14,0,0,0.05,0.13,0,0,0,0,14.06,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2010-11,5.13,7.1,0,64.05,0,0,0,0,0,9.67,0,0.15,0,0,0.05,0.13,0,0,0,0,13.57,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
2010-12,5.77,8.28,0,64.53,0,0,0,0,0,9.38,0,0.15,0,0,0.04,0.13,0,0,0,0,11.57,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2011-01,7.03,8.6,0,67.68,0,0,0,0,0,8.99,0,0.18,0,0,0.05,0.13,0,0,0,0,7.21,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2011-02,7.16,8.48,0,64.44,0,0,0,0,0,8.46,0,0.17,0,0,0.05,0.12,0,0,0,0,10.99,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2011-03,7.6,8.4,0,62.78,0,0,0,0,0,7.97,0,0.16,0,0,0.05,0.11,0,0,0,0,12.82,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2011-04,9.11,8.63,0,64.8,0,0,0,0,0,7.86,0,0.17,0,0,0.05,0.11,0,0,0,0,9.16,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2011-05,10.63,8.98,0,64.8,0,0,0,0,0,7.73,0,0.16,0,0,0.06,0.08,0,0,0,0,7.45,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2011-06,11.23,7.47,0,62.7,0,0,0,0,0,6.59,0,0.15,0,0,0.05,0.08,0,0,0,0,11.63,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2011-07,13,7.95,0,65.03,0,0,0,0,0,6.74,0,0.16,0,0,0.05,0.07,0,0,0,0,6.8,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2011-08,14.83,8.25,0,65.65,0,0,0,0,0,6.62,0,0.16,0,0,0.05,0.07,0,0,0,0,4.04,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2011-09,14.72,8.85,0,66.24,0,0,0,0,0,5.57,0,0.15,0,0,0.09,0.06,0,0,0,0,4.03,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2011-10,15.13,9.49,0,63.83,0,0,0,0,0,5.29,0,1.48,0,0,1.33,0.09,0,0,0,0,3.16,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2011-11,16.08,9.27,0,64.21,0,0,0,0,0,4.94,0,1.42,0,0,1.34,0.17,0,0,0,0,2.4,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2011-12,16.2,8.61,0,65.95,0,0,0,0,0,4.91,0,1.19,0,0,1.08,0.16,0,0,0,0,1.78,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2012-01,18,9.3,0,63.54,0,0,0,0,0,4.55,0,1.24,0,0,1.13,0.15,0,0,0,0,1.97,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2012-02,17.86,10.72,0,62.1,0,0,0,0,0,4.4,0,1.47,0,0,1.26,0.16,0,0,0,0,1.9,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2012-03,17,8.59,12.86,53.7,0,0,0.03,0,0,3.75,0,1.04,0,0,1.07,0.13,0,0,0,0,1.71,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2012-04,16.53,7.04,23.66,46.06,0,0,0.13,0,0,3.19,0,0.85,0,0,0.93,0.11,0,0,0,0,1.31,0,0.15,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
2012-05,19.99,7.17,17.59,47.75,0,0,0.23,0,0,3.26,0,1.14,0,0,1.12,0.12,0,0,0,0,1.19,0,0.13,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.07
2012-06,20.97,9.97,11.28,49.38,0.02,0,0.29,0,0.05,3.41,0.01,1.28,0,0,1.34,0.13,0,0,0,0,1.28,0,0.15,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.1
2012-07,23.53,11.09,10.36,45.38,0.03,0,0.35,0,0.8,3.49,0.03,1.43,0,0,1.45,0.14,0,0,0,0,1.26,0,0.16,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.01,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.1
2012-08,24.84,9.62,10.63,44.74,0.04,0,0.44,0,1.04,3.49,0.05,1.37,0,0,1.61,0.16,0,0,0,0,1.27,0,0.17,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.01,0,0,0,0,0,0,0.08,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.09
2012-09,25.86,7.86,11.12,44.88,0.04,0,0.44,0,1.1,3.47,0.07,1.32,0,0,1.62,0.19,0,0,0,0,1.31,0,0.16,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.02,0,0,0,0,0,0,0.06,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.09
2012-10,26,7.66,12.29,43.81,0.04,0,0.44,0,1.13,3.38,0.08,1.42,0,0,1.58,0.2,0,0,0,0,1.24,0,0.17,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.02,0,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.08
2012-11,25.74,7.63,13.71,42.6,0.04,0,0.45,0,1.13,3.25,0.07,1.6,0,0,1.61,0.2,0,0,0,0,1.16,0,0.19,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.03,0,0,0,0,0,0,0.14,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.08
2012-12,26.7,7.79,13.89,40.94,0.05,0,0.47,0,1.17,3.02,0.09,1.87,0,0,1.57,0.19,0,0,0,0,1.08,0,0.21,0,0,0,0.22,0.12,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.04,0,0,0,0,0,0,0.34,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.08
2013-01,26.38,9.16,15.8,36.45,0.09,0,0.65,0,1.11,2.88,0.28,2.33,0,0,1.82,0.23,0,0,0,0,1.11,0,0.26,0,0,0,0.36,0.18,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.04,0,0,0,0,0,0,0.61,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.1
2013-02,26.96,10.39,15.44,35.69,0.06,0,0.5,0,1.21,2.91,0.12,2.28,0,0,1.64,0.19,0,0,0,0,1.16,0,0.22,0,0,0,0.2,0.18,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.04,0,0,0,0,0,0,0.51,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.11
2013-03,27.99,10.61,14.34,35.81,0.08,0,0.54,0,1.29,3.01,0.15,1.82,0,0,1.68,0.18,0,0,0,0,1.19,0,0.21,0,0,0,0.22,0.17,0,0,0,0,0,0.04,0,0,0.13,0,0,0,0,0,0.05,0,0,0,0,0,0,0.32,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.1
2013-04,28.91,10.41,14.82,34.39,0.08,0,0.54,0,1.39,2.97,0.16,1.89,0,0,1.69,0.18,0,0,0.01,0,1.19,0,0.21,0,0,0,0.21,0.22,0,0,0,0.01,0,0.07,0,0,0.15,0,0,0,0,0,0.05,0,0,0,0,0,0,0.33,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.08
2013-05,29.3,10.07,14.55,34.24,0.07,0,0.54,0,1.61,2.92,0.2,1.95,0,0,1.68,0.17,0,0,0.01,0,1.25,0,0.22,0,0,0,0.21,0.2,0,0,0,0.03,0,0.08,0,0,0.17,0,0,0,0,0,0.04,0,0,0,0,0,0,0.33,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.08
2013-06,29.21,9.46,14.81,34.85,0.07,0,0.54,0,1.89,2.85,0.25,1.6,0,0,1.79,0.16,0,0,0.01,0,1.23,0,0.2,0,0,0,0.2,0.17,0,0,0,0.03,0,0.09,0,0,0.22,0,0,0,0,0,0.04,0,0,0,0,0,0,0.21,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.07
2013-07,28.53,9.06,16.11,34.52,0.05,0,0.51,0,2.17,2.61,0.27,1.73,0,0,1.74,0.14,0,0,0,0,1.21,0,0.21,0,0,0,0.18,0.14,0,0,0,0.03,0,0.09,0,0,0.24,0,0,0,0,0,0.03,0,0,0,0,0,0,0.29,0.03,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.07
2013-08,28.44,9.04,17.27,33.27,0.07,0.01,0.56,0,2.38,2.41,0.36,1.77,0,0,1.72,0.13,0,0,0.01,0,1.2,0,0.22,0,0,0,0.2,0.13,0,0,0,0.04,0,0.08,0,0,0.24,0,0,0,0,0,0.04,0,0,0,0,0,0,0.28,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.09
2013-09,28.89,9.03,17.98,32.36,0.06,0,0.54,0,2.42,2.29,0.37,1.8,0,0,1.65,0.12,0,0,0,0,1.19,0,0.21,0,0,0,0.18,0.13,0,0,0,0.03,0,0.08,0,0,0.23,0,0,0,0,0,0.05,0,0,0,0,0,0,0.27,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.08
2013-10,28.67,8.43,19.87,31.24,0.05,0,0.54,0,2.46,2.26,0.5,1.84,0,0,1.6,0.11,0,0,0,0,1.14,0,0.2,0,0,0,0.18,0.13,0,0,0,0.02,0,0.08,0,0,0.25,0,0,0,0,0,0.05,0,0,0,0,0,0,0.24,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.07
2013-11,30.27,8.92,17.97,30.45,0.09,0.01,0.57,0,2.9,2.19,0.48,1.7,0,0,1.62,0.1,0,0,0,0,1.02,0,0.19,0,0,0,0.2,0.15,0,0,0,0.02,0.4,0.08,0,0,0.26,0,0.01,0,0,0,0.06,0,0,0,0,0,0,0.18,0.04,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.07
2013-12,30.69,8.87,18.97,28.9,0.11,0.01,0.63,0,3.19,2.03,0.56,1.62,0,0,1.58,0.09,0,0,0,0,0.95,0,0.18,0,0,0,0.22,0.16,0,0,0,0.03,0.53,0.07,0,0,0.28,0,0.01,0,0,0,0.07,0,0,0,0,0,0,0.14,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.06
2014-01,31.37,10.06,18.9,26.56,0.12,0.01,0.69,0,3.13,2.08,0.62,1.96,0,0,1.63,0.09,0,0.03,0.01,0,0.85,0,0.2,0,0,0,0.23,0.18,0,0,0,0.04,0.56,0.05,0,0,0.26,0,0.01,0,0,0,0.07,0,0,0,0,0,0,0.19,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0.06
2014-02,33.74,10.33,15.8,25.12,0.13,0.03,0.74,0,3.18,2.67,0.67,1.92,0,0,1.67,0.1,0,1,0.01,0,0.88,0,0.24,0,0,0,0.25,0.21,0,0,0,0.05,0.54,0.05,0,0,0.26,0,0.02,0,0,0,0.1,0,0,0,0,0,0,0.16,0.04,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0.01,0.06
2014-03,33.83,10.33,15.5,24.44,0.11,0.09,0.78,0,3.6,2.97,0.76,1.75,0,0,1.63,0.13,0,0.94,0.01,0,1.17,0,0.24,0,0,0,0.23,0.19,0,0,0,0.04,0.56,0.07,0,0,0.27,0,0.01,0,0,0,0.08,0,0,0,0,0,0,0.12,0.04,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0.01,0.06
2014-04,35.19,10.88,14.63,22.68,0.14,0.1,0.86,0,3.52,3.14,0.85,1.74,0,0,1.75,0.16,0,1.22,0.01,0,1.03,0,0.26,0,0,0,0.27,0.23,0,0,0,0.05,0.56,0.07,0,0,0.27,0,0.01,0,0,0,0.1,0,0,0,0,0,0,0.1,0.05,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0.01,0.07
2014-05,34.78,10.7,15.32,22.4,0.15,0.1,0.92,0,3.73,3.1,0.92,1.81,0,0,1.7,0.18,0,1.13,0.01,0,0.92,0,0.27,0,0,0,0.26,0.19,0,0,0,0.06,0.57,0.08,0,0,0.28,0,0.01,0,0,0,0.09,0,0,0,0,0,0,0.1,0.06,0,0,0.04,0,0,0,0,0,0.01,0,0,0,0.01,0.09
2014-06,35.03,11.09,15.49,20.6,0.16,0.12,1.08,0,3.95,3.23,1.02,1.83,0,0,1.8,0.21,0,1.18,0.01,0,1.04,0,0.29,0,0,0,0.27,0.18,0,0,0,0.07,0.56,0.1,0,0,0.28,0,0.01,0,0,0,0.08,0,0,0,0,0,0,0.09,0.07,0,0,0.05,0,0,0,0,0,0.01,0,0,0,0.01,0.09
2014-07,34.05,10.75,15.93,20.44,0.29,0.15,1.09,0,4.3,3.25,1.04,1.87,0,0,1.79,0.35,0.06,1.05,0.02,0,1.31,0,0.3,0.11,0,0,0.26,0.15,0,0,0,0.09,0.6,0.1,0,0,0.28,0,0.02,0,0,0,0.07,0,0,0,0,0,0,0.09,0.07,0,0,0.05,0,0,0,0,0,0.02,0,0,0,0.02,0.09
2014-08,34.8,10.76,15.52,19.01,0.38,0.23,1.11,0,4.33,3.31,1.07,1.94,0,0,1.92,0.46,0.22,1.22,0.02,0,1.22,0,0.29,0.12,0,0,0.3,0.23,0,0,0,0.1,0.61,0.14,0,0,0.28,0,0.02,0,0,0,0.08,0,0,0,0,0,0,0.08,0.06,0,0,0.05,0,0,0,0,0,0.02,0,0,0,0.02,0.09
2014-09,35.23,10.71,14.33,18.77,0.45,0.3,1.13,0,4.51,3.33,1.12,2.06,0,0,1.96,0.54,0.3,1.34,0.03,0.01,1.28,0,0.29,0.13,0,0,0.32,0.31,0,0,0,0.1,0.63,0.15,0,0,0.27,0,0.03,0,0,0,0.09,0,0,0,0,0,0,0.07,0.06,0,0,0.06,0,0,0,0,0,0.01,0,0,0,0.02,0.08
2014-10,35.33,11.16,14.11,17.5,0.62,0.32,1.21,0,4.5,3.28,1.15,2.17,0,0,2.01,0.65,0.35,1.62,0.04,0.01,1.17,0,0.28,0.15,0,0,0.37,0.43,0.02,0,0,0.1,0.59,0.14,0,0,0.26,0,0.04,0,0,0,0.12,0,0,0,0,0,0,0.06,0.05,0,0,0.07,0,0,0,0,0,0.01,0,0,0,0.02,0.08
2014-11,35.14,10.28,14.78,16.72,0.75,0.39,1.27,0,4.69,3.28,1.19,2.29,0,0,2.1,0.74,0.46,1.71,0.05,0.01,1.22,0,0.28,0.14,0,0,0.38,0.43,0.07,0,0,0.12,0.61,0.17,0,0,0.25,0,0.04,0,0,0,0.13,0,0,0,0,0,0,0.05,0.06,0,0,0.07,0,0,0,0,0,0.01,0,0,0,0.03,0.08
2014-12,33.83,9.95,14.92,17.95,0.9,0.48,1.34,0,4.73,3.31,1.32,2.07,0,0,2.04,0.8,0.62,1.43,0.08,0.02,1.29,0,0.28,0.22,0,0,0.36,0.34,0.08,0,0,0.12,0.61,0.21,0,0,0.25,0,0.05,0,0,0,0.11,0,0,0,0.02,0,0,0.04,0.06,0,0,0.05,0,0,0,0,0,0.01,0,0,0,0.03,0.09
2015-01,34.09,10.85,14.14,16.72,0.98,0.53,1.44,0,4.49,3.41,1.39,2.19,0,0,2.11,0.82,0.79,1.71,0.09,0.03,1.11,0,0.3,0.25,0,0.01,0.39,0.39,0.12,0,0.01,0.13,0.53,0.21,0,0,0.25,0,0.06,0,0,0,0.11,0,0,0,0.05,0,0,0.06,0.06,0,0,0.06,0,0,0,0,0,0.01,0,0,0,0.03,0.09
2015-02,34.1,11.68,13.87,14.91,1.13,0.6,1.55,0,4.32,3.49,1.47,2.35,0,0,2.29,0.78,0.96,2.03,0.1,0.04,1.01,0,0.29,0.24,0,0.01,0.45,0.46,0.16,0,0.03,0.15,0.47,0.21,0,0.04,0.25,0,0.07,0,0.01,0,0.13,0,0,0,0.05,0,0,0.05,0.06,0,0,0.07,0,0,0,0,0,0.01,0,0,0,0.03,0.08
2015-03,34.13,11.46,14.4,13.75,1.16,0.66,1.58,0,4.65,3.47,1.57,2.3,0,0,2.27,0.85,1.07,2.09,0.12,0.05,0.97,0,0.31,0.24,0,0.01,0.44,0.45,0.18,0,0.06,0.15,0.46,0.22,0,0.09,0.24,0,0.08,0,0.01,0,0.12,0,0,0,0.04,0,0,0.04,0.06,0,0,0.09,0,0,0,0,0,0.01,0,0,0,0.04,0.09
2015-04,33.85,11.58,14.88,13.26,1.1,0.72,1.64,0,4.49,3.4,1.62,2.32,0,0,2.29,0.86,1.13,2.14,0.12,0.06,1.04,0,0.37,0.24,0,0.01,0.44,0.45,0.2,0,0.07,0.15,0.42,0.23,0,0.13,0.23,0,0.09,0,0.01,0,0.12,0,0,0,0.04,0,0,0.04,0.06,0,0,0.09,0,0,0,0,0,0.01,0,0,0,0.04,0.08
2015-05,33.46,11.58,15.38,12.96,1.18,0.78,1.69,0,4.49,3.25,1.7,2.36,0,0,2.23,0.88,1.15,2.1,0.16,0.06,0.97,0,0.41,0.23,0,0.01,0.44,0.44,0.2,0,0.1,0.18,0.4,0.23,0,0.16,0.22,0,0.1,0,0.01,0,0.11,0,0,0,0.05,0,0,0.03,0.07,0,0,0.09,0,0,0,0,0,0.01,0,0,0,0.04,0.08
2015-06,32.75,11.45,16.3,12.64,1.17,0.77,1.72,0,4.69,3.18,1.83,2.39,0,0,2.18,0.89,1.14,1.99,0.16,0.06,1.11,0,0.42,0.21,0,0.01,0.44,0.42,0.21,0,0.11,0.18,0.39,0.25,0,0.15,0.22,0,0.11,0,0.01,0,0.1,0,0,0,0.05,0,0,0.03,0.07,0,0,0.09,0,0,0,0,0,0.01,0,0,0,0.04,0.08
2015-07,32.84,11.97,15.97,11.7,1.21,0.75,1.77,0,4.33,3.08,1.95,2.72,0,0,2.21,0.84,1.14,2.33,0.2,0.06,0.96,0,0.77,0.17,0,0.01,0.45,0.48,0.26,0,0.14,0.21,0.35,0.24,0,0.12,0.21,0,0.11,0,0.02,0,0.1,0,0,0,0.04,0,0,0.03,0.06,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0.04,0.07
2015-08,32.96,11.51,16.19,10.76,1.39,0.89,1.87,0,4.26,3,2.11,2.76,0,0,2.17,0.85,1.23,2.38,0.29,0.06,1.22,0,0.77,0.16,0,0.02,0.45,0.48,0.26,0,0.14,0.24,0.32,0.29,0,0.15,0.2,0,0.16,0,0.02,0,0.1,0,0,0,0.04,0,0,0.03,0.06,0,0,0.11,0,0,0,0,0,0.01,0,0,0,0.03,0.08
2015-09,33.67,11.18,16.07,10.31,1.24,0.89,1.8,0,4.31,3,2.24,2.82,0,0,2.19,0.9,1.34,2.44,0.26,0.06,1.13,0,0.84,0.15,0,0.03,0.42,0.46,0.27,0,0.15,0.18,0.31,0.32,0,0.21,0.19,0,0.14,0,0.02,0,0.1,0,0,0,0.04,0,0,0.03,0.06,0,0,0.11,0,0,0,0,0,0.01,0,0,0,0.03,0.07
2015-10,33.74,10.96,16.26,10.27,1.16,0.81,1.8,0,4.24,2.95,2.27,3.01,0,0,2.25,0.91,1.34,2.69,0.24,0.06,0.85,0,0.91,0.14,0,0.05,0.43,0.48,0.29,0,0.16,0.16,0.3,0.29,0,0.22,0.18,0,0.13,0,0.02,0,0.11,0,0,0,0.04,0,0,0.02,0.06,0,0,0.11,0,0,0,0,0,0.01,0,0,0,0.03,0.07
2015-11,32.6,11.46,16.98,10.4,1.13,0.77,1.8,0,4.24,2.9,2.41,3.07,0,0,2.25,0.96,1.34,2.5,0.23,0.06,0.81,0,1,0.12,0,0.06,0.39,0.45,0.28,0,0.15,0.15,0.3,0.25,0,0.19,0.17,0,0.13,0,0.02,0,0.09,0,0,0,0.04,0,0,0.02,0.05,0,0,0.1,0,0,0,0,0,0.01,0,0,0,0.03,0.07
2015-12,31.5,10.91,18.9,10.31,1.2,0.82,1.88,0,4.5,2.81,2.7,2.84,0,0,2.21,1.03,1.36,2.13,0.25,0.07,0.9,0,0.76,0.12,0,0.08,0.36,0.37,0.23,0,0.13,0.15,0.29,0.3,0,0.17,0.16,0,0.13,0,0.02,0,0.08,0,0,0,0.03,0,0,0.02,0.06,0,0,0.09,0,0,0,0,0,0,0,0,0,0.03,0.07
2016-01,30.92,11.01,19.91,9.86,1.24,0.81,2,0,4.5,2.75,2.82,2.94,0,0,2.21,1.08,1.35,2.05,0.26,0.07,0.85,0,0.58,0.12,0,0.08,0.34,0.35,0.23,0,0.13,0.15,0.28,0.28,0,0.15,0.15,0,0.13,0,0.02,0,0.07,0,0,0,0.03,0,0,0.02,0.05,0,0,0.08,0,0,0,0,0,0,0,0,0,0.03,0.07
2016-02,30.83,10.86,20.58,9.51,1.34,0.81,2.09,0,4.55,2.7,2.99,2.75,0,0,2.21,1.13,1.41,1.84,0.28,0.07,0.83,0,0.45,0.11,0,0.1,0.32,0.34,0.21,0,0.13,0.16,0.28,0.29,0,0.15,0.14,0,0.14,0,0.02,0,0.09,0,0,0,0.03,0,0,0.02,0.05,0,0,0.07,0,0,0,0,0,0,0,0,0,0.03,0.07
2016-03,33.37,10.99,17.78,8.56,1.63,0.98,2.23,0,4.2,2.85,3.02,2.78,0,0,2.19,1.1,1.84,1.95,0.3,0.11,0.68,0,0.42,0.1,0,0.1,0.33,0.44,0.28,0,0.14,0.16,0.25,0.26,0,0.13,0.14,0,0.15,0,0.03,0,0.22,0,0,0,0.03,0,0,0.02,0.05,0,0,0.08,0,0,0,0,0,0,0.03,0,0,0.03,0.07
2016-04,32.92,11.19,18.35,8.31,1.75,0.99,2.39,0,4.06,2.77,3.18,2.72,0,0,2.15,1.13,1.87,1.78,0.33,0.12,0.6,0,0.43,0.09,0,0.12,0.33,0.41,0.25,0,0.13,0.18,0.23,0.25,0,0.11,0.13,0,0.18,0,0.03,0,0.21,0,0,0,0.03,0,0,0.01,0.05,0,0,0.07,0,0,0,0,0,0,0.04,0,0,0.03,0.08
2016-05,32.6,11.3,19.28,8.01,1.74,0.93,2.43,0,4.23,2.67,3.27,2.57,0,0,2.09,1.17,1.82,1.55,0.31,0.13,0.6,0,0.54,0.09,0,0.13,0.29,0.36,0.22,0,0.11,0.17,0.23,0.24,0,0.11,0.12,0,0.17,0,0.03,0,0.18,0,0,0,0.03,0,0,0.01,0.04,0,0,0.06,0,0,0,0,0,0,0.04,0,0,0.03,0.08
